Date,Vendor Name,Country,Product,Gross Bookings,Fees
2/1/2016,Vendor B,Country 42,Product 6,13065.65,365.84
2/1/2016,Vendor B,Country 41,Product 6,1153.91,43.85
2/1/2016,Vendor B,Country 50,Product 6,222311.75,6447.04
2/1/2016,Vendor B,Country 73,Product 6,212.45,5.94
2/1/2016,Vendor B,Country 25,Product 6,141831.89,3971.29
2/1/2016,Vendor B,Country 30,Product 6,138526.01,3878.73
2/1/2016,Vendor B,Country 31,Product 6,68595.13,1950.31
2/1/2016,Vendor D,Country 2,Product 16, $-   ,80907.47
2/1/2016,Vendor A,Country 69,Product 12,2010.37,168.92
2/1/2016,Vendor A,Country 69,Product 10,183.64,15.6
2/1/2016,Vendor A,Country 28,Product 10,397.54,33.82
2/1/2016,Vendor A,Country 68,Product 8,12.67,0.12
2/1/2016,Vendor A,Country 22,Product 12,3493.68,293.14
2/1/2016,Vendor A,Country 23,Product 10,120.53,10.2
2/1/2016,Vendor A,Country 65,Product 4,117248.07,7875.14
2/1/2016,Vendor A,Country 12,Product 12,4206.03,353.59
2/1/2016,Vendor A,Country 26,Product 12,17242.87,1451.61
2/1/2016,Vendor A,Country 43,Product 2,184.05,15.72
2/1/2016,Vendor A,Country 43,Product 8,393.71,5.02
2/1/2016,Vendor A,Country 73,Product 3,0.47,0.02
2/1/2016,Vendor A,Country 10,Product 10,737.42,62.54
2/1/2016,Vendor A,Country 14,Product 3,14.29,0.17
2/1/2016,Vendor A,Country 33,Product 8,38.95,0.28
2/1/2016,Vendor A,Country 44,Product 4,20686.7,1553.24
2/1/2016,Vendor A,Country 35,Product 8,45419.15,368.77
2/1/2016,Vendor A,Country 32,Product 10,1430.98,121.94
2/1/2016,Vendor A,Country 7,Product 8,5001.21,66.78
2/1/2016,Vendor A,Country 34,Product 10,279.56,24.05
2/1/2016,Vendor A,Country 5,Product 8,220.94,1.35
2/1/2016,Vendor A,Country 25,Product 1,62.65,0.47
2/1/2016,Vendor A,Country 27,Product 10,63.6,5.39
2/1/2016,Vendor A,Country 24,Product 11,109.43,4.72
2/1/2016,Vendor A,Country 14,Product 11,2.55,0.11
2/1/2016,Vendor A,Country 19,Product 11,41.95,1.75
2/1/2016,Vendor A,Country 23,Product 2,1042.59,339.75
2/1/2016,Vendor A,Country 17,Product 11,29.44,1.28
2/1/2016,Vendor A,Country 68,Product 10,23.46,1.99
2/1/2016,Vendor A,Country 2,Product 2,-25.15,3.98
2/1/2016,Vendor A,Country 42,Product 10,180.48,15.52
2/1/2016,Vendor C,Country 7,Product 7,481474.73,8949.9
2/1/2016,Vendor C,Country 41,Product 7,1542.03,28.69
2/1/2016,Vendor C,Country 50,Product 7,34762.55,646.6
2/1/2016,Vendor C,Country 64,Product 7,2.95,0.05
2/1/2016,Vendor I,Country 3,Product 19,4127588.32,28476.87
2/1/2016,Vendor A,Country 45,Product 4,74963.86,5860.54
2/1/2016,Vendor A,Country 13,Product 9,283318.01,17379.07
2/1/2016,Vendor A,Country 39,Product 9,491378.58,33542.21
2/1/2016,Vendor A,Country 22,Product 4,10607.33,597.91
2/1/2016,Vendor A,Country 3,Product 3,-99.42,254.73
2/1/2016,Vendor A,Country 23,Product 9,807975,60591.99
2/1/2016,Vendor A,Country 52,Product 4,489133.6,43730.75
2/1/2016,Vendor A,Country 69,Product 8,19.21,0.25
2/1/2016,Vendor A,Country 70,Product 8,3.47,0.02
2/1/2016,Vendor A,Country 14,Product 9,99517.81,6490.62
2/1/2016,Vendor A,Country 12,Product 11,45.43,1.93
2/1/2016,Vendor B,Country 6,Product 6,55481.43,1553.48
2/1/2016,Vendor B,Country 17,Product 6,2877.9,109.36
2/1/2016,Vendor B,Country 9,Product 6,2.26,0.06
2/1/2016,Vendor B,Country 60,Product 6,205.99,7.85
2/1/2016,Vendor B,Country 23,Product 6,13170.77,369.51
2/1/2016,Vendor B,Country 13,Product 6,38819.36,1087.64
2/1/2016,Vendor B,Country 68,Product 6,1796.06,52.01
2/1/2016,Vendor B,Country 39,Product 6,34378.87,1000.06
2/1/2016,Vendor B,Country 47,Product 6,22865.98,664.38
2/1/2016,Vendor F,Country 43,Product 4,8952,125.44
2/1/2016,Vendor F,Country 61,Product 4,4720.71,58.76
2/1/2016,Vendor F,Country 73,Product 4,2170.65,32.67
2/1/2016,Vendor F,Country 43,Product 9,15440.8,149.4
2/1/2016,Vendor F,Country 50,Product 9,84282.61,2135.16
2/1/2016,Vendor F,Country 48,Product 9,25800.53,129.14
2/1/2016,Vendor F,Country 30,Product 9,99058.44,728.4
2/1/2016,Vendor F,Country 4,Product 4, $-   ,0.43
2/1/2016,Vendor A,Country 53,Product 4,538347.46,51122.34
2/1/2016,Vendor A,Country 59,Product 9,3010.11,258.8
2/1/2016,Vendor A,Country 10,Product 2,475.19,45.97
2/1/2016,Vendor A,Country 48,Product 9,94019.25,734.57
2/1/2016,Vendor A,Country 2,Product 9,-730.66,162.98
2/1/2016,Vendor A,Country 32,Product 9,39334.87,578.18
2/1/2016,Vendor A,Country 37,Product 3,16.67,0.26
2/1/2016,Vendor A,Country 37,Product 4,101792.74,6658.54
2/1/2016,Vendor A,Country 6,Product 10,358.32,30.38
2/1/2016,Vendor A,Country 61,Product 9,5274,137.56
2/1/2016,Vendor A,Country 64,Product 4,6781.22,159.6
2/1/2016,Vendor A,Country 34,Product 9,233413.92,3346.7
2/1/2016,Vendor A,Country 73,Product 10,1.43,0.12
2/1/2016,Vendor A,Country 61,Product 4,19623.62,416.35
2/1/2016,Vendor A,Country 5,Product 14,2.94,0.14
2/1/2016,Vendor A,Country 25,Product 10,548.26,46.48
2/1/2016,Vendor A,Country 55,Product 2,183.2,15.53
2/1/2016,Vendor E,Country 3,Product 13,13966288.95,276576.31
2/1/2016,Vendor C,Country 2,Product 7,8956605.01,172067.66
2/1/2016,Vendor B,Country 48,Product 6,10552.83,295.48
2/1/2016,Vendor B,Country 34,Product 6,104310.29,2920.67
2/1/2016,Vendor B,Country 67,Product 6,2687.1,103.72
2/1/2016,Vendor B,Country 11,Product 6,13107.8,367
2/1/2016,Vendor B,Country 16,Product 6,1064.01,30.71
2/1/2016,Vendor B,Country 12,Product 6,4150.3,120.14
2/1/2016,Vendor F,Country 31,Product 4,55117.37,1824.82
2/1/2016,Vendor F,Country 35,Product 4,80143.77,1193.07
2/1/2016,Vendor F,Country 55,Product 9,39799.12,925.06
2/1/2016,Vendor F,Country 17,Product 4,25927.68,557.28
2/1/2016,Vendor F,Country 28,Product 9,7919.98,177.31
2/1/2016,Vendor F,Country 21,Product 4,13485.47,292.27
2/1/2016,Vendor F,Country 57,Product 9,13799.53,507
2/1/2016,Vendor F,Country 42,Product 9,61486.26,346.67
2/1/2016,Vendor F,Country 1,Product 9,29903.96,392.68
2/1/2016,Vendor F,Country 14,Product 4,31272.99,1153
2/1/2016,Vendor F,Country 53,Product 4,26368.41,1231.8
2/1/2016,Vendor F,Country 33,Product 4,600.88,26.06
2/1/2016,Vendor F,Country 77,Product 4, $-   ,0.02
2/1/2016,Vendor F,Country 11,Product 4,12420.83,394.42
2/1/2016,Vendor F,Country 72,Product 4, $-   ,3.56
2/1/2016,Vendor F,Country 46,Product 9,5101.16,138.13
2/1/2016,Vendor F,Country 17,Product 9,11497.35,276.95
2/1/2016,Vendor F,Country 15,Product 9,12437.41,433.56
2/1/2016,Vendor F,Country 16,Product 9,811.8,20.23
2/1/2016,Vendor F,Country 2,Product 9,7165684.86,211697.7
2/1/2016,Vendor F,Country 69,Product 9,2935.3,98.6
2/1/2016,Vendor F,Country 12,Product 9,13641.77,671.34
2/1/2016,Vendor A,Country 68,Product 2,8.04,0.68
2/1/2016,Vendor A,Country 64,Product 9,17786.46,257.76
2/1/2016,Vendor A,Country 55,Product 9,40972.04,2007.52
2/1/2016,Vendor A,Country 7,Product 4,401360.27,16761.98
2/1/2016,Vendor A,Country 43,Product 9,66666.31,1298.4
2/1/2016,Vendor A,Country 25,Product 9,147141.71,4335.71
2/1/2016,Vendor A,Country 27,Product 9,50849.18,848.3
2/1/2016,Vendor A,Country 21,Product 9,47755.38,1618.18
2/1/2016,Vendor A,Country 35,Product 9,16658293.12,223553.49
2/1/2016,Vendor A,Country 54,Product 9,-17.36,3.9
2/1/2016,Vendor A,Country 26,Product 9,112302.83,2017.1
2/1/2016,Vendor A,Country 6,Product 1,36.01,0.21
2/1/2016,Vendor A,Country 42,Product 4,91884.92,1708.08
2/1/2016,Vendor A,Country 34,Product 1,14.77,0.09
2/1/2016,Vendor A,Country 70,Product 14,16.76,0.82
2/1/2016,Vendor A,Country 27,Product 3,43.56,0.51
2/1/2016,Vendor A,Country 49,Product 4,49362.2,4149.98
2/1/2016,Vendor F,Country 64,Product 4,1449.08,18.68
2/1/2016,Vendor F,Country 27,Product 9,12256.95,103.41
2/1/2016,Vendor F,Country 41,Product 9,2043.75,26.72
2/1/2016,Vendor F,Country 59,Product 4,679.21,38.02
2/1/2016,Vendor F,Country 47,Product 4,6101.49,247.33
2/1/2016,Vendor F,Country 49,Product 9,36506.89,1157.41
2/1/2016,Vendor F,Country 11,Product 9,13295.62,377.47
2/1/2016,Vendor F,Country 2,Product 22,15437233.92,477281.01
2/1/2016,Vendor A,Country 42,Product 2,106.43,9.02
2/1/2016,Vendor A,Country 44,Product 12,2740.1,230.07
2/1/2016,Vendor A,Country 29,Product 8,655.07,6.97
2/1/2016,Vendor A,Country 33,Product 10,579.92,49.21
2/1/2016,Vendor A,Country 3,Product 12,58328.73,4958.4
2/1/2016,Vendor A,Country 47,Product 11,932.95,39.76
2/1/2016,Vendor A,Country 70,Product 11,857.24,37.08
2/1/2016,Vendor A,Country 65,Product 12,17313.78,1499.2
2/1/2016,Vendor A,Country 8,Product 4,1317532.44,89762.46
2/1/2016,Vendor A,Country 25,Product 3,8028.57,90.9
2/1/2016,Vendor A,Country 7,Product 1,24.67,0.14
2/1/2016,Vendor A,Country 61,Product 2,14.62,1.23
2/1/2016,Vendor A,Country 5,Product 12,8309.28,701.9
2/1/2016,Vendor A,Country 5,Product 1,10.49,0.06
2/1/2016,Vendor A,Country 34,Product 2,242.96,20.6
2/1/2016,Vendor A,Country 32,Product 3,5.54,0.07
2/1/2016,Vendor A,Country 48,Product 8,355.71,2.21
2/1/2016,Vendor A,Country 8,Product 10,142.39,23.31
2/1/2016,Vendor A,Country 8,Product 3,31.81,0.48
2/1/2016,Vendor A,Country 51,Product 2,-48.68,43.46
2/1/2016,Vendor A,Country 37,Product 11,257.67,10.93
2/1/2016,Vendor A,Country 37,Product 2,230.79,19.57
2/1/2016,Vendor A,Country 34,Product 3,19.9,0.28
2/1/2016,Vendor A,Country 64,Product 10,411.87,35.08
2/1/2016,Vendor A,Country 1,Product 11,89.14,3.78
2/1/2016,Vendor A,Country 21,Product 3,9.61,0.31
2/1/2016,Vendor A,Country 73,Product 12,224.24,18.93
2/1/2016,Vendor A,Country 29,Product 12,-420.77,120.58
2/1/2016,Vendor A,Country 7,Product 2,3583.55,308.88
2/1/2016,Vendor A,Country 28,Product 8,6398.65,54.98
2/1/2016,Vendor A,Country 30,Product 2,189.35,16.06
2/1/2016,Vendor A,Country 42,Product 11,16.17,0.69
2/1/2016,Vendor A,Country 41,Product 11,12.47,0.52
2/1/2016,Vendor A,Country 1,Product 3,135.07,1.31
2/1/2016,Vendor A,Country 52,Product 3,74.96,1.69
2/1/2016,Vendor A,Country 30,Product 4,454393.03,8245.69
2/1/2016,Vendor C,Country 27,Product 7,10582.52,196.51
2/1/2016,Vendor C,Country 8,Product 7,298015.29,5541.63
2/1/2016,Vendor C,Country 32,Product 7,12.06,0.22
2/1/2016,Vendor C,Country 5,Product 7,5049.83,93.98
2/1/2016,Vendor C,Country 33,Product 7,2171.18,40.39
2/1/2016,Vendor C,Country 34,Product 7,26515.02,493.22
2/1/2016,Vendor A,Country 45,Product 8,302.92,4.29
2/1/2016,Vendor A,Country 33,Product 4,13495.71,948.44
2/1/2016,Vendor A,Country 60,Product 8,39.15,0.58
2/1/2016,Vendor A,Country 12,Product 4,65959.88,6558.02
2/1/2016,Vendor A,Country 39,Product 11,938.97,39.89
2/1/2016,Vendor A,Country 46,Product 9,18757.36,1084.51
2/1/2016,Vendor A,Country 70,Product 9,23466.86,1546.08
2/1/2016,Vendor A,Country 36,Product 3,98.99,5.49
2/1/2016,Vendor A,Country 46,Product 12,3803.07,320.13
2/1/2016,Vendor A,Country 67,Product 8,1633.27,14.57
2/1/2016,Vendor A,Country 20,Product 3,54.71,0.79
2/1/2016,Vendor A,Country 53,Product 8,1474.58,69.63
2/1/2016,Vendor A,Country 57,Product 3,2.27,0.04
2/1/2016,Vendor A,Country 10,Product 1,3.06,0.02
2/1/2016,Vendor A,Country 17,Product 1,6.76,0.05
2/1/2016,Vendor C,Country 26,Product 7,565.97,10.57
2/1/2016,Vendor C,Country 23,Product 7,6615.42,123.05
2/1/2016,Vendor C,Country 35,Product 7,2074225.67,38554.64
2/1/2016,Vendor A,Country 45,Product 3,4.85,0.09
2/1/2016,Vendor A,Country 20,Product 9,117654.63,10359.68
2/1/2016,Vendor A,Country 10,Product 11,73.12,3.1
2/1/2016,Vendor A,Country 17,Product 4,121727.34,2483.88
2/1/2016,Vendor A,Country 36,Product 9,364897.85,29406.86
2/1/2016,Vendor A,Country 68,Product 9,7598.39,618.12
2/1/2016,Vendor A,Country 17,Product 9,47099.85,1058.16
2/1/2016,Vendor A,Country 51,Product 8,58.77,1.43
2/1/2016,Vendor A,Country 52,Product 8,154.96,1.76
2/1/2016,Vendor A,Country 46,Product 8,15.54,0.89
2/1/2016,Vendor A,Country 16,Product 9,6548.09,368.52
2/1/2016,Vendor A,Country 31,Product 3,456.76,10.83
2/1/2016,Vendor A,Country 7,Product 9,650018.61,22485.97
2/1/2016,Vendor A,Country 34,Product 11,61.71,2.62
2/1/2016,Vendor A,Country 25,Product 2,786.58,69.24
2/1/2016,Vendor A,Country 32,Product 2,25.2,2.14
2/1/2016,Vendor A,Country 41,Product 4,7357.89,183.68
2/1/2016,Vendor A,Country 32,Product 4,46355.13,696.23
2/1/2016,Vendor A,Country 40,Product 8,259.5,2.74
2/1/2016,Vendor A,Country 55,Product 4,10200.47,593.7
2/1/2016,Vendor A,Country 34,Product 14,14.5,0.69
2/1/2016,Vendor A,Country 28,Product 9,152348.3,2834.5
2/1/2016,Vendor A,Country 61,Product 8,204.52,2.05
2/1/2016,Vendor A,Country 28,Product 2,82.42,6.99
2/1/2016,Vendor A,Country 69,Product 2,45.11,3.82
2/1/2016,Vendor A,Country 44,Product 2,15.69,1.33
2/1/2016,Vendor A,Country 70,Product 4,8035.34,652.51
2/1/2016,Vendor A,Country 11,Product 11,116.24,4.9
2/1/2016,Vendor A,Country 60,Product 12,277.48,23.24
2/1/2016,Vendor A,Country 15,Product 12,13960.91,1173.07
2/1/2016,Vendor A,Country 6,Product 3,90.36,0.97
2/1/2016,Vendor A,Country 43,Product 3,18.21,0.19
2/1/2016,Vendor A,Country 35,Product 3,785.53,10.54
2/1/2016,Vendor A,Country 5,Product 2,335.22,28.41
2/1/2016,Vendor A,Country 68,Product 11,12.51,0.52
2/1/2016,Vendor A,Country 36,Product 11,157.74,6.62
2/1/2016,Vendor A,Country 8,Product 2,3216.51,320.75
2/1/2016,Vendor A,Country 21,Product 12,4500.63,378.07
2/1/2016,Vendor A,Country 35,Product 4,2473601.79,86456.48
2/1/2016,Vendor A,Country 70,Product 12,1526.46,129.11
2/1/2016,Vendor A,Country 41,Product 12,1150.02,96.39
2/1/2016,Vendor A,Country 3,Product 8,518.08,10.88
2/1/2016,Vendor A,Country 33,Product 2,155.88,13.33
2/1/2016,Vendor A,Country 50,Product 14,290.48,13.86
2/1/2016,Vendor B,Country 43,Product 6,15543.19,435.21
2/1/2016,Vendor B,Country 1,Product 6,78737.46,2204.65
2/1/2016,Vendor B,Country 37,Product 6,20302.25,588.76
2/1/2016,Vendor B,Country 64,Product 6,618.59,23.51
2/1/2016,Vendor B,Country 20,Product 6,29384.89,862.12
2/1/2016,Vendor B,Country 52,Product 6,28876.58,839.84
2/1/2016,Vendor D,Country 2,Product 14, $-   , $-   
2/1/2016,Vendor F,Country 7,Product 9,326996.23,2721.99
2/1/2016,Vendor F,Country 48,Product 4,7576.98,63.91
2/1/2016,Vendor F,Country 30,Product 4,113297.63,966.81
2/1/2016,Vendor F,Country 36,Product 9,92127.05,3507.73
2/1/2016,Vendor F,Country 18,Product 4,97455,3973.53
2/1/2016,Vendor F,Country 57,Product 4,6109.38,178.63
2/1/2016,Vendor F,Country 40,Product 9,142222.01,3987.23
2/1/2016,Vendor F,Country 54,Product 4, $-   ,10.66
2/1/2016,Vendor F,Country 41,Product 4,1732.31,23.05
2/1/2016,Vendor A,Country 12,Product 3,5.44,0.15
2/1/2016,Vendor A,Country 54,Product 4,-32.64,25.27
2/1/2016,Vendor A,Country 21,Product 4,58840.48,1437.88
2/1/2016,Vendor A,Country 55,Product 8,6.82,0.14
2/1/2016,Vendor A,Country 28,Product 12,2695.61,226.56
2/1/2016,Vendor A,Country 6,Product 2,333.48,28.35
2/1/2016,Vendor A,Country 73,Product 2,1.78,0.15
2/1/2016,Vendor A,Country 5,Product 10,63.92,5.42
2/1/2016,Vendor A,Country 8,Product 8,1031.93,20.33
2/1/2016,Vendor A,Country 3,Product 2,1357.22,171.34
2/1/2016,Vendor A,Country 19,Product 12,21398.19,1822.15
2/1/2016,Vendor A,Country 11,Product 4,119314.85,8519.21
2/1/2016,Vendor A,Country 14,Product 12,12470.66,1046.51
2/1/2016,Vendor A,Country 41,Product 8,166.71,2.48
2/1/2016,Vendor A,Country 29,Product 10,13414.79,1160.43
2/1/2016,Vendor A,Country 29,Product 2,788.93,67.14
2/1/2016,Vendor A,Country 66,Product 14,2,0.1
2/1/2016,Vendor A,Country 9,Product 4,0.83,0.02
2/1/2016,Vendor A,Country 35,Product 14,281.11,13.99
2/1/2016,Vendor A,Country 50,Product 3,44.05,0.61
2/1/2016,Vendor A,Country 61,Product 12,826.45,69.29
2/1/2016,Vendor A,Country 33,Product 3,22.36,0.28
2/1/2016,Vendor A,Country 18,Product 12,1415997.75,125628.34
2/1/2016,Vendor A,Country 8,Product 11,858.73,36.94
2/1/2016,Vendor A,Country 7,Product 3,191.35,2.13
2/1/2016,Vendor C,Country 61,Product 7,1.86,0.04
2/1/2016,Vendor C,Country 6,Product 7,26479.87,492.31
2/1/2016,Vendor C,Country 1,Product 7,21466.53,399.24
2/1/2016,Vendor C,Country 55,Product 7,147.83,2.75
2/1/2016,Vendor C,Country 30,Product 7,27974.28,520.3
2/1/2016,Vendor A,Country 45,Product 9,48676.77,1424.15
2/1/2016,Vendor A,Country 45,Product 10,96.29,8.1
2/1/2016,Vendor A,Country 45,Product 11,14.46,0.6
2/1/2016,Vendor A,Country 69,Product 9,24446.21,1749
2/1/2016,Vendor A,Country 46,Product 10,20.58,1.74
2/1/2016,Vendor A,Country 60,Product 9,1467.49,65.67
2/1/2016,Vendor A,Country 67,Product 10,1178.78,101.35
2/1/2016,Vendor B,Country 40,Product 6,383153.53,11111.46
2/1/2016,Vendor B,Country 35,Product 6,3018621.2,84521.4
2/1/2016,Vendor B,Country 4,Product 6,8.7,0.13
2/1/2016,Vendor B,Country 36,Product 6,203383.3,60.1
2/1/2016,Vendor F,Country 6,Product 9,25088.68,296.58
2/1/2016,Vendor F,Country 25,Product 9,36589.36,556.19
2/1/2016,Vendor F,Country 37,Product 9,94710.38,2398.73
2/1/2016,Vendor F,Country 13,Product 4,18808.85,603.07
2/1/2016,Vendor F,Country 59,Product 9,1013.71,43.31
2/1/2016,Vendor F,Country 6,Product 4,15622.06,219.66
2/1/2016,Vendor F,Country 9,Product 4, $-   ,3.77
2/1/2016,Vendor F,Country 64,Product 9,5919.53,56.4
2/1/2016,Vendor F,Country 37,Product 4,26723.67,751.44
2/1/2016,Vendor F,Country 58,Product 4,1617.25,57.34
2/1/2016,Vendor F,Country 15,Product 4,1407.89,55.99
2/1/2016,Vendor F,Country 45,Product 4,17483.09,710.73
2/1/2016,Vendor F,Country 8,Product 9,259717.43,7082.89
2/1/2016,Vendor F,Country 66,Product 9,15068.34,533.32
2/1/2016,Vendor F,Country 58,Product 9,4772.02,146.17
2/1/2016,Vendor F,Country 44,Product 9,5189.34,145.8
2/1/2016,Vendor F,Country 23,Product 9,69683.2,2492.89
2/1/2016,Vendor D,Country 2,Product 2,2761368.32,129031.24
2/1/2016,Vendor D,Country 2,Product 4,24411565.1,1058001.1
2/1/2016,Vendor A,Country 7,Product 14,584.87,28.24
2/1/2016,Vendor A,Country 19,Product 10,24.82,2.1
2/1/2016,Vendor A,Country 27,Product 1,23.89,0.17
2/1/2016,Vendor A,Country 50,Product 10,289.1,24.52
2/1/2016,Vendor H,Country 19,Product 18,510794.34,10434.85
2/1/2016,Vendor C,Country 18,Product 7,332587.63,6186.83
2/1/2016,Vendor C,Country 40,Product 7,68341.61,1271.19
2/1/2016,Vendor B,Country 27,Product 6,11407.7,319.41
2/1/2016,Vendor B,Country 61,Product 6,822.46,23.03
2/1/2016,Vendor B,Country 7,Product 6,1018376.82,28514.55
2/1/2016,Vendor B,Country 55,Product 6,68800.83,1995.19
2/1/2016,Vendor B,Country 51,Product 6,2721.16,76.12
2/1/2016,Vendor B,Country 10,Product 6,86968.7,2434.74
2/1/2016,Vendor F,Country 18,Product 9,98450.56,3377.5
2/1/2016,Vendor F,Country 47,Product 9,17136.89,585.44
2/1/2016,Vendor F,Country 51,Product 9, $-   ,12.53
2/1/2016,Vendor F,Country 3,Product 9, $-   ,1.2
2/1/2016,Vendor J,Country 54,Product 14, $-   , $-   
2/1/2016,Vendor J,Country 54,Product 9,3346137.54,39938.27
2/1/2016,Vendor F,Country 7,Product 4,89071.22,972.38
2/1/2016,Vendor F,Country 25,Product 4,53018.71,630.29
2/1/2016,Vendor F,Country 50,Product 4,44457.93,1326.49
2/1/2016,Vendor F,Country 36,Product 4,63887.35,2917.26
2/1/2016,Vendor F,Country 10,Product 4,75300.59,2133.26
2/1/2016,Vendor F,Country 68,Product 4,253.7,12.68
2/1/2016,Vendor F,Country 20,Product 9,122535.16,4812.27
2/1/2016,Vendor F,Country 54,Product 9, $-   ,2
2/1/2016,Vendor F,Country 34,Product 9,58382.63,498.3
2/1/2016,Vendor F,Country 32,Product 9,11734.56,85.56
2/1/2016,Vendor F,Country 73,Product 9,1342.85,17.2
2/1/2016,Vendor F,Country 44,Product 4,4992.13,165.21
2/1/2016,Vendor F,Country 52,Product 4,109327.22,4722.32
2/1/2016,Vendor F,Country 28,Product 4,7358.01,190.28
2/1/2016,Vendor F,Country 62,Product 4, $-   ,4.68
2/1/2016,Vendor F,Country 40,Product 4,81431.83,2519.59
2/1/2016,Vendor F,Country 78,Product 4, $-   ,0.01
2/1/2016,Vendor F,Country 38,Product 4,0.63,4.49
2/1/2016,Vendor F,Country 4,Product 9, $-   ,0.6
2/1/2016,Vendor A,Country 51,Product 9,44151.52,2544.35
2/1/2016,Vendor A,Country 57,Product 12,1086.34,92.02
2/1/2016,Vendor A,Country 15,Product 9,222632.69,16887.41
2/1/2016,Vendor A,Country 17,Product 3,10.34,0.14
2/1/2016,Vendor A,Country 24,Product 4,165448.35,14386.33
2/1/2016,Vendor A,Country 60,Product 11,-0.05,13.39
2/1/2016,Vendor A,Country 36,Product 8,190.59,5.88
2/1/2016,Vendor A,Country 66,Product 2,155.6,13.37
2/1/2016,Vendor A,Country 27,Product 4,33719.31,802.91
2/1/2016,Vendor A,Country 41,Product 3,4.98,0.07
2/1/2016,Vendor A,Country 27,Product 11,8.7,0.37
2/1/2016,Vendor A,Country 37,Product 9,354464.54,19740.92
2/1/2016,Vendor A,Country 42,Product 14,7.55,0.36
2/1/2016,Vendor A,Country 5,Product 9,40554.88,895.95
2/1/2016,Vendor A,Country 55,Product 10,10403.03,885.08
2/1/2016,Vendor A,Country 21,Product 2,179.93,15.26
2/1/2016,Vendor A,Country 27,Product 2,83.71,7.21
2/1/2016,Vendor A,Country 30,Product 8,3111.8,19.8
2/1/2016,Vendor A,Country 37,Product 10,130.13,11.03
2/1/2016,Vendor A,Country 35,Product 10,2669.59,235.86
2/1/2016,Vendor A,Country 48,Product 3,3.65,0.05
2/1/2016,Vendor A,Country 6,Product 4,68818.88,2185.07
2/1/2016,Vendor A,Country 5,Product 4,12078.06,432.03
2/1/2016,Vendor A,Country 49,Product 11,9.88,0.42
2/1/2016,Vendor A,Country 2,Product 4,-87.53,23.86
2/1/2016,Vendor A,Country 15,Product 3,30.14,0.68
2/1/2016,Vendor A,Country 17,Product 14,0.7,0.03
2/1/2016,Vendor A,Country 66,Product 12,2308.42,196.24
2/1/2016,Vendor A,Country 19,Product 8,174.75,2.16
2/1/2016,Vendor A,Country 47,Product 8,76.34,1.96
3/1/2016,Vendor C,Country 27,Product 7,11931.73,221.54
3/1/2016,Vendor C,Country 7,Product 7,619579.76,11517.18
3/1/2016,Vendor C,Country 55,Product 7,81.58,1.52
3/1/2016,Vendor C,Country 40,Product 7,82932.46,1542.34
3/1/2016,Vendor C,Country 30,Product 7,32373.4,602.12
3/1/2016,Vendor C,Country 34,Product 7,30395.49,565.16
3/1/2016,Vendor B,Country 33,Product 6,9352.66,262.04
3/1/2016,Vendor B,Country 11,Product 6,16894.69,472.89
3/1/2016,Vendor B,Country 23,Product 6,14028.86,413.15
3/1/2016,Vendor B,Country 68,Product 6,2313.12,66.65
3/1/2016,Vendor B,Country 10,Product 6,105705.42,2959.42
3/1/2016,Vendor F,Country 12,Product 9,17331.39,712.28
3/1/2016,Vendor F,Country 71,Product 4,221.19,27.42
3/1/2016,Vendor F,Country 57,Product 9,17769.46,1020394
3/1/2016,Vendor F,Country 34,Product 9,67540.77,591.06
3/1/2016,Vendor F,Country 1,Product 9,32064.99,414.91
3/1/2016,Vendor F,Country 35,Product 9,551238.8,5646.45
3/1/2016,Vendor F,Country 55,Product 4,13149.37,343.93
3/1/2016,Vendor F,Country 30,Product 9,112224.61,781.27
3/1/2016,Vendor F,Country 65,Product 4, $-   ,1.95
3/1/2016,Vendor F,Country 20,Product 4,96180.59,4200.74
3/1/2016,Vendor F,Country 4,Product 9, $-   ,0.02
3/1/2016,Vendor F,Country 69,Product 9,6137.9,187.33
3/1/2016,Vendor F,Country 31,Product 9,133999.89,3746.85
3/1/2016,Vendor A,Country 3,Product 3,51.67,85.29
3/1/2016,Vendor A,Country 67,Product 10,862.75,73.64
3/1/2016,Vendor A,Country 32,Product 10,989.84,84.12
3/1/2016,Vendor A,Country 73,Product 8,943,12.88
3/1/2016,Vendor A,Country 21,Product 1,10.1,0.09
3/1/2016,Vendor A,Country 28,Product 10,378.85,32.19
3/1/2016,Vendor A,Country 31,Product 10,9441.43,808.31
3/1/2016,Vendor A,Country 27,Product 10,124.4,10.56
3/1/2016,Vendor A,Country 31,Product 3,616.44,13.41
3/1/2016,Vendor A,Country 35,Product 14,385.92,18.43
3/1/2016,Vendor A,Country 34,Product 11,26.29,1.12
3/1/2016,Vendor A,Country 31,Product 1,-10.35,10.75
3/1/2016,Vendor A,Country 37,Product 14,20.18,0.96
3/1/2016,Vendor A,Country 42,Product 2,169.17,14.35
3/1/2016,Vendor A,Country 15,Product 10,4719.66,404.74
3/1/2016,Vendor A,Country 68,Product 11,5.86,0.25
3/1/2016,Vendor A,Country 67,Product 12,2975.74,251.99
3/1/2016,Vendor A,Country 46,Product 12,4409.05,375.99
3/1/2016,Vendor A,Country 55,Product 14,12691.3,671.57
3/1/2016,Vendor A,Country 64,Product 10,288.74,24.61
3/1/2016,Vendor A,Country 36,Product 11,170.79,7.28
3/1/2016,Vendor A,Country 64,Product 12,454.61,38.17
