Date,Vendor Name,Country,Product,Gross Bookings,Fees
6/1/2015,Vendor A,Country 36,Product 12,1054.89,88.08
6/1/2015,Vendor A,Country 34,Product 2,317.09,26.91
6/1/2015,Vendor A,Country 31,Product 4,263090.68,18805.1
6/1/2015,Vendor A,Country 24,Product 12,696.31,62.5
6/1/2015,Vendor A,Country 41,Product 12,2964.85,248.07
6/1/2015,Vendor B,Country 32,Product 6,2155.61,60.36
6/1/2015,Vendor B,Country 50,Product 6,100552.16,2916.01
6/1/2015,Vendor B,Country 9,Product 6,208.94,5.85
6/1/2015,Vendor B,Country 30,Product 6,105628.56,2957.6
6/1/2015,Vendor B,Country 35,Product 6,2354810.12,65934.68
6/1/2015,Vendor E,Country 3,Product 13,12888457.12,259348.13
6/1/2015,Vendor C,Country 44,Product 7,7.75,0.15
6/1/2015,Vendor A,Country 39,Product 9,147242.34,10511.33
6/1/2015,Vendor A,Country 23,Product 4,382206.48,18742.25
6/1/2015,Vendor A,Country 19,Product 3,54.7,1.97
6/1/2015,Vendor A,Country 7,Product 9,4993475.17,97449.92
6/1/2015,Vendor A,Country 7,Product 8,337.19,4.11
6/1/2015,Vendor A,Country 40,Product 9,688755.33,43157.87
6/1/2015,Vendor A,Country 41,Product 8,122.22,2.17
6/1/2015,Vendor A,Country 6,Product 2,338.4,28.86
6/1/2015,Vendor A,Country 5,Product 10,7.73,0.65
6/1/2015,Vendor A,Country 28,Product 4,50528.63,1619.11
6/1/2015,Vendor A,Country 48,Product 9,58305.27,561.4
6/1/2015,Vendor A,Country 25,Product 9,120583.13,4167.49
6/1/2015,Vendor A,Country 7,Product 4,1431376.78,35852.46
6/1/2015,Vendor A,Country 34,Product 8,12.35,0.14
6/1/2015,Vendor A,Country 2,Product 11,14.38,0.91
6/1/2015,Vendor A,Country 3,Product 2,3674.34,315.18
6/1/2015,Vendor A,Country 51,Product 2,3.05,0.26
6/1/2015,Vendor A,Country 12,Product 3,0.37,0.02
6/1/2015,Vendor A,Country 33,Product 3,3.74,0.14
6/1/2015,Vendor A,Country 12,Product 12,2327.95,195.04
6/1/2015,Vendor A,Country 12,Product 4,34165.86,5015.55
6/1/2015,Vendor A,Country 33,Product 8,97.51,1.46
6/1/2015,Vendor A,Country 50,Product 10,75.93,6.45
6/1/2015,Vendor A,Country 8,Product 4,591352.72,35079.82
6/1/2015,Vendor A,Country 40,Product 3,48.42,1.21
6/1/2015,Vendor A,Country 23,Product 8,11.49,0.45
6/1/2015,Vendor A,Country 52,Product 10,4.12,0.35
6/1/2015,Vendor B,Country 25,Product 6,101072.4,2830.03
6/1/2015,Vendor B,Country 36,Product 6,1037.05,0.3
6/1/2015,Vendor B,Country 31,Product 6,34349.91,948.09
6/1/2015,Vendor B,Country 12,Product 6,2151.84,62.32
6/1/2015,Vendor A,Country 22,Product 9,15514.51,980.66
6/1/2015,Vendor A,Country 17,Product 9,22049.56,769.45
6/1/2015,Vendor A,Country 52,Product 9,148636.26,12943.55
6/1/2015,Vendor A,Country 22,Product 12,1872.75,157.19
6/1/2015,Vendor A,Country 11,Product 9,63010.79,3658.51
6/1/2015,Vendor A,Country 20,Product 9,95750.07,7788.74
6/1/2015,Vendor A,Country 53,Product 9,376153.22,29032.68
6/1/2015,Vendor A,Country 10,Product 9,330621.63,19138.24
6/1/2015,Vendor A,Country 15,Product 2,59.78,5.04
6/1/2015,Vendor A,Country 50,Product 9,144696.01,8534.16
6/1/2015,Vendor A,Country 35,Product 4,1986531.32,57163.9
6/1/2015,Vendor A,Country 7,Product 1,12548.72,220.8
6/1/2015,Vendor A,Country 1,Product 9,113204.42,4212.86
6/1/2015,Vendor A,Country 43,Product 10,1455.22,123.88
6/1/2015,Vendor A,Country 30,Product 9,273389.56,3905.22
6/1/2015,Vendor A,Country 31,Product 3,87.58,2.85
6/1/2015,Vendor A,Country 37,Product 4,46618.96,2706.02
6/1/2015,Vendor A,Country 61,Product 4,4554.74,132.77
6/1/2015,Vendor A,Country 17,Product 1,2.12,0.03
6/1/2015,Vendor A,Country 18,Product 8,45.01,0.76
6/1/2015,Vendor A,Country 47,Product 4,25373.78,2165.9
6/1/2015,Vendor A,Country 53,Product 3,7.91,0.17
6/1/2015,Vendor A,Country 1,Product 10,220.22,18.89
6/1/2015,Vendor A,Country 55,Product 4,13979.65,626.84
6/1/2015,Vendor A,Country 31,Product 8,12.67,0.19
6/1/2015,Vendor A,Country 6,Product 8,13.49,0.16
6/1/2015,Vendor A,Country 40,Product 2,261.51,213.67
6/1/2015,Vendor A,Country 27,Product 10,48.67,4.19
6/1/2015,Vendor A,Country 45,Product 10,64.25,5.13
6/1/2015,Vendor A,Country 46,Product 12,719.89,61.47
6/1/2015,Vendor A,Country 57,Product 3,16.24,0.49
6/1/2015,Vendor A,Country 36,Product 4,76863.79,8163.43
6/1/2015,Vendor A,Country 26,Product 3,42.62,1
6/1/2015,Vendor A,Country 1,Product 8,43.5,0.77
6/1/2015,Vendor A,Country 26,Product 4,18082.72,573.81
6/1/2015,Vendor A,Country 1,Product 3,61.72,1.3
6/1/2015,Vendor A,Country 55,Product 10,6681.23,566.62
6/1/2015,Vendor A,Country 49,Product 8,16.56,0.22
6/1/2015,Vendor A,Country 21,Product 8,35.27,0.64
6/1/2015,Vendor A,Country 24,Product 4,19928.94,1688.15
6/1/2015,Vendor D,Country 2,Product 14,3865.46, $-   
6/1/2015,Vendor D,Country 2,Product 4,10896624.12,421785.95
6/1/2015,Vendor B,Country 34,Product 6,64118.67,1795.33
6/1/2015,Vendor B,Country 11,Product 6,5797.38,162.25
6/1/2015,Vendor B,Country 23,Product 6,12259.43,334.61
6/1/2015,Vendor B,Country 13,Product 6,23721.15,664.36
6/1/2015,Vendor B,Country 2,Product 6,29270412.71,699311.24
6/1/2015,Vendor G,Country 19,Product 17,1711077.98,21518.01
6/1/2015,Vendor C,Country 49,Product 7,49.28,0.95
6/1/2015,Vendor C,Country 26,Product 7,48.58,0.91
6/1/2015,Vendor C,Country 9,Product 7,105.41,1.96
6/1/2015,Vendor H,Country 19,Product 18,18695.87,193.37
6/1/2015,Vendor A,Country 17,Product 3,10.03,0.25
6/1/2015,Vendor A,Country 18,Product 9,1328818.16,89091.18
6/1/2015,Vendor A,Country 23,Product 9,457018.95,30474.66
6/1/2015,Vendor A,Country 20,Product 4,48569.71,3894.72
6/1/2015,Vendor A,Country 15,Product 10,463.61,39.86
6/1/2015,Vendor A,Country 34,Product 9,165489.41,2848.61
6/1/2015,Vendor A,Country 27,Product 4,64733.02,1715.75
6/1/2015,Vendor A,Country 27,Product 9,96548.9,2033.07
6/1/2015,Vendor A,Country 21,Product 2,108.5,9.15
6/1/2015,Vendor A,Country 7,Product 15,48.67,0.95
6/1/2015,Vendor F,Country 2,Product 10,2501.28,84.78
6/1/2015,Vendor D,Country 2,Product 2,1387145.17,64440.71
6/1/2015,Vendor B,Country 54,Product 6,913431.08,26568.28
6/1/2015,Vendor B,Country 27,Product 6,11370.23,318.37
6/1/2015,Vendor B,Country 6,Product 6,36545.26,1023.26
6/1/2015,Vendor B,Country 1,Product 6,59762.32,1673.35
6/1/2015,Vendor B,Country 16,Product 6,2503.19,72.41
6/1/2015,Vendor C,Country 5,Product 7,4169.01,77.46
6/1/2015,Vendor C,Country 1,Product 7,15445.75,286.69
6/1/2015,Vendor C,Country 56,Product 7,28133.48,522.78
6/1/2015,Vendor A,Country 46,Product 9,2361.21,143.93
6/1/2015,Vendor A,Country 51,Product 9,10234.43,739.4
6/1/2015,Vendor A,Country 12,Product 8,0.17,0.02
6/1/2015,Vendor A,Country 57,Product 9,18137.98,1069.47
6/1/2015,Vendor A,Country 52,Product 4,232875.36,20877.15
6/1/2015,Vendor A,Country 58,Product 2,3.55,0.3
6/1/2015,Vendor A,Country 3,Product 9,1962812.18,171339.91
6/1/2015,Vendor A,Country 42,Product 3,15.07,0.34
6/1/2015,Vendor A,Country 29,Product 9,180904.77,11337.64
6/1/2015,Vendor A,Country 6,Product 9,94863.3,2897.41
6/1/2015,Vendor A,Country 34,Product 1,3.94,0.03
6/1/2015,Vendor A,Country 27,Product 3,65.63,1.67
6/1/2015,Vendor A,Country 41,Product 9,9266.06,340.44
6/1/2015,Vendor A,Country 6,Product 4,66552.33,2297.12
6/1/2015,Vendor A,Country 25,Product 2,724.76,61.65
6/1/2015,Vendor A,Country 48,Product 4,21017.05,404.85
6/1/2015,Vendor A,Country 29,Product 3,3.62,0.23
6/1/2015,Vendor A,Country 6,Product 10,209.43,17.95
6/1/2015,Vendor A,Country 37,Product 10,2.71,0.23
6/1/2015,Vendor A,Country 55,Product 2,99.05,8.68
6/1/2015,Vendor A,Country 2,Product 9,544554.99,30282.8
6/1/2015,Vendor A,Country 49,Product 2,118.05,5.1
6/1/2015,Vendor A,Country 44,Product 4,23077.85,1507.39
6/1/2015,Vendor A,Country 45,Product 4,49693.03,2420.3
6/1/2015,Vendor A,Country 4,Product 9,13078.24,487.8
6/1/2015,Vendor A,Country 45,Product 2,79.04,11.04
6/1/2015,Vendor A,Country 45,Product 9,36149.74,1301.3
6/1/2015,Vendor A,Country 47,Product 9,89826.17,6974.91
6/1/2015,Vendor A,Country 16,Product 3,1.12,0.03
6/1/2015,Vendor A,Country 17,Product 4,50349.66,1519.6
6/1/2015,Vendor A,Country 2,Product 14,62.42,69.17
6/1/2015,Vendor A,Country 21,Product 9,19631.6,814.64
6/1/2015,Vendor A,Country 7,Product 2,4446.76,410.6
6/1/2015,Vendor A,Country 3,Product 8,3.79,0.09
6/1/2015,Vendor A,Country 11,Product 3,28.48,0.71
6/1/2015,Vendor A,Country 10,Product 10,87.34,7.38
6/1/2015,Vendor A,Country 19,Product 2,1157.94,100.24
6/1/2015,Vendor A,Country 10,Product 4,198653.46,12006.83
6/1/2015,Vendor A,Country 43,Product 2,131.06,11.44
6/1/2015,Vendor A,Country 52,Product 2,69.63,6
6/1/2015,Vendor A,Country 14,Product 12,13893.56,2655.66
6/1/2015,Vendor A,Country 14,Product 4,72762.53,4742.4
6/1/2015,Vendor A,Country 17,Product 8,0.6,0.03
6/1/2015,Vendor A,Country 5,Product 3,13.65,0.29
6/1/2015,Vendor A,Country 1,Product 2,936,80.23
6/1/2015,Vendor A,Country 20,Product 3,2.57,0.1
6/1/2015,Vendor A,Country 49,Product 3,17.18,0.41
6/1/2015,Vendor A,Country 60,Product 9,4.14,0.63
6/1/2015,Vendor F,Country 2,Product 9,22931333.26,660819.21
6/1/2015,Vendor F,Country 2,Product 6, $-   ,572.66
6/1/2015,Vendor D,Country 2,Product 9,34949142.22,1286281.92
6/1/2015,Vendor B,Country 55,Product 6,54855.59,1590.79
6/1/2015,Vendor A,Country 40,Product 8,8.77,0.39
6/1/2015,Vendor A,Country 35,Product 10,1207.23,106.9
6/1/2015,Vendor A,Country 44,Product 9,18892.12,1087.3
6/1/2015,Vendor A,Country 3,Product 4,1311771.56,120736.21
6/1/2015,Vendor A,Country 14,Product 9,48128.12,2823.29
6/1/2015,Vendor A,Country 22,Product 4,3560.54,228.45
6/1/2015,Vendor A,Country 46,Product 4,1369.16,91
6/1/2015,Vendor A,Country 19,Product 12,11374.31,953.77
6/1/2015,Vendor A,Country 33,Product 4,23949.61,1136.95
6/1/2015,Vendor A,Country 47,Product 3,6.47,0.25
6/1/2015,Vendor A,Country 59,Product 4,886.9,41.17
6/1/2015,Vendor A,Country 41,Product 4,4472.67,160.33
6/1/2015,Vendor A,Country 30,Product 4,311050.41,5521.22
6/1/2015,Vendor A,Country 42,Product 4,30343,725.53
6/1/2015,Vendor A,Country 49,Product 4,26520.29,1750.48
6/1/2015,Vendor A,Country 58,Product 12,891.35,74.2
6/1/2015,Vendor A,Country 49,Product 12,9122.4,768.52
6/1/2015,Vendor A,Country 9,Product 2,59.82,5.04
6/1/2015,Vendor A,Country 8,Product 10,65.19,5.5
6/1/2015,Vendor A,Country 1,Product 1,105.66,1.22
6/1/2015,Vendor A,Country 58,Product 10,0.92,0.08
6/1/2015,Vendor A,Country 53,Product 4,229152.65,17620.11
6/1/2015,Vendor A,Country 3,Product 14,128227.16,7201.25
6/1/2015,Vendor A,Country 51,Product 3,14.6,0.33
6/1/2015,Vendor A,Country 17,Product 12,2288.8,197.32
6/1/2015,Vendor F,Country 2,Product 4,7047595.67,219942.31
6/1/2015,Vendor B,Country 42,Product 6,7894.27,221.04
6/1/2015,Vendor B,Country 48,Product 6,6417.47,179.69
6/1/2015,Vendor B,Country 4,Product 6,907.34,12.95
6/1/2015,Vendor B,Country 45,Product 6,14032.3,386.72
6/1/2015,Vendor C,Country 43,Product 7,7990.8,148.49
6/1/2015,Vendor C,Country 32,Product 7,7.31,0.14
6/1/2015,Vendor C,Country 41,Product 7,480.06,8.93
6/1/2015,Vendor A,Country 16,Product 4,9662.82,555.68
6/1/2015,Vendor A,Country 23,Product 1,6.75,0.15
6/1/2015,Vendor A,Country 10,Product 3,71.03,1.62
6/1/2015,Vendor A,Country 18,Product 3,125.05,3.36
6/1/2015,Vendor A,Country 61,Product 10,4.03,0.34
6/1/2015,Vendor A,Country 42,Product 10,127.66,10.98
6/1/2015,Vendor A,Country 26,Product 9,41484.86,988.82
6/1/2015,Vendor A,Country 50,Product 3,4.22,0.09
6/1/2015,Vendor A,Country 7,Product 5,107.66,1.58
6/1/2015,Vendor A,Country 9,Product 9,2681.74,44.17
6/1/2015,Vendor A,Country 31,Product 10,4462.64,377.18
6/1/2015,Vendor A,Country 21,Product 10,74.65,6.29
6/1/2015,Vendor A,Country 43,Product 9,42260.92,1056.95
6/1/2015,Vendor A,Country 5,Product 12,13333.21,1117.22
6/1/2015,Vendor A,Country 49,Product 9,63192.7,3926.62
6/1/2015,Vendor A,Country 58,Product 9,6256.82,429.78
6/1/2015,Vendor A,Country 29,Product 10,3988.14,344.69
6/1/2015,Vendor A,Country 15,Product 12,5938.82,510.51
6/1/2015,Vendor A,Country 58,Product 4,1748.91,120.4
6/1/2015,Vendor A,Country 52,Product 8,4.14,0.13
6/1/2015,Vendor A,Country 57,Product 12,609.01,51.14
6/1/2015,Vendor A,Country 33,Product 2,207.5,17.49
6/1/2015,Vendor A,Country 36,Product 8,5.24,0.38
6/1/2015,Vendor A,Country 23,Product 10,39.55,3.34
6/1/2015,Vendor A,Country 5,Product 2,206.28,17.4
6/1/2015,Vendor A,Country 35,Product 8,517.56,5.83
6/1/2015,Vendor A,Country 30,Product 8,48.52,0.45
6/1/2015,Vendor A,Country 9,Product 4,993.51,24.9
6/1/2015,Vendor A,Country 41,Product 3,5.24,0.15
6/1/2015,Vendor A,Country 43,Product 3,8.16,0.16
6/1/2015,Vendor A,Country 2,Product 2,12000.95,584.76
6/1/2015,Vendor A,Country 33,Product 9,37565.29,1148.03
6/1/2015,Vendor A,Country 11,Product 4,58529.64,3894.59
6/1/2015,Vendor A,Country 13,Product 9,233093.68,13954.79
6/1/2015,Vendor A,Country 19,Product 10,17.29,1.46
6/1/2015,Vendor A,Country 19,Product 4,17657.39,1731.42
6/1/2015,Vendor A,Country 16,Product 9,15850.06,885.13
6/1/2015,Vendor A,Country 15,Product 9,34441.35,2743.25
6/1/2015,Vendor A,Country 33,Product 12,-3.46, $-   
6/1/2015,Vendor A,Country 57,Product 8,1.3,0.04
6/1/2015,Vendor A,Country 47,Product 2,79.78,11.77
6/1/2015,Vendor A,Country 5,Product 9,44737.42,1204.41
6/1/2015,Vendor A,Country 30,Product 2,94.71,17.67
6/1/2015,Vendor A,Country 34,Product 10,117.97,10.14
6/1/2015,Vendor A,Country 28,Product 12,2354.32,197.22
6/1/2015,Vendor A,Country 35,Product 3,862.52,17.95
6/1/2015,Vendor A,Country 40,Product 4,392151.13,23448.19
6/1/2015,Vendor A,Country 5,Product 1,14.44,0.1
6/1/2015,Vendor A,Country 37,Product 9,206811.2,11944.22
6/1/2015,Vendor A,Country 7,Product 3,359.76,7.89
6/1/2015,Vendor A,Country 8,Product 3,32.53,0.67
6/1/2015,Vendor A,Country 37,Product 2,34.32,3.23
6/1/2015,Vendor A,Country 44,Product 3,9.25,0.21
6/1/2015,Vendor A,Country 44,Product 12,2074.15,173.85
6/1/2015,Vendor A,Country 44,Product 2,30.25,2.55
6/1/2015,Vendor A,Country 24,Product 9,23840.11,1828.75
6/1/2015,Vendor A,Country 18,Product 4,1290208.37,86706.14
6/1/2015,Vendor A,Country 47,Product 8,16.83,0.32
6/1/2015,Vendor A,Country 47,Product 10,26.54,2.23
6/1/2015,Vendor A,Country 31,Product 2,578.41,79.7
6/1/2015,Vendor A,Country 42,Product 2,140.41,11.95
6/1/2015,Vendor A,Country 6,Product 1,4.08,0.03
6/1/2015,Vendor A,Country 61,Product 12,439.23,36.92
6/1/2015,Vendor A,Country 35,Product 1,71.62,0.48
6/1/2015,Vendor A,Country 2,Product 3,10.31,0.79
6/1/2015,Vendor A,Country 29,Product 12,70969.38,6204.28
6/1/2015,Vendor A,Country 39,Product 4,76179.55,6140.83
6/1/2015,Vendor A,Country 23,Product 3,28.53,0.64
6/1/2015,Vendor A,Country 11,Product 8,14.3,0.21
6/1/2015,Vendor A,Country 46,Product 3,4.67,0.09
6/1/2015,Vendor A,Country 25,Product 3,7797.43,168.51
6/1/2015,Vendor A,Country 4,Product 1,570.71,14.52
6/1/2015,Vendor A,Country 41,Product 10,21.35,1.83
6/1/2015,Vendor A,Country 38,Product 9,14.19,1.28
6/1/2015,Vendor F,Country 2,Product 14,2285.73,91.91
6/1/2015,Vendor B,Country 26,Product 6,7899.38,221.18
6/1/2015,Vendor B,Country 40,Product 6,201518.16,5844.03
6/1/2015,Vendor B,Country 33,Product 6,12996.58,365.23
6/1/2015,Vendor B,Country 47,Product 6,12422.17,361.01
6/1/2015,Vendor C,Country 61,Product 7,1.18,0.02
6/1/2015,Vendor C,Country 6,Product 7,25762.13,479.05
6/1/2015,Vendor C,Country 25,Product 7,35393.74,657.94
6/1/2015,Vendor A,Country 19,Product 9,39424.34,3579.89
6/1/2015,Vendor A,Country 33,Product 10,901.26,76.04
6/1/2015,Vendor A,Country 52,Product 3,89.76,3
6/1/2015,Vendor A,Country 59,Product 12,120.36,10.01
6/1/2015,Vendor A,Country 35,Product 9,11230185.68,170696.32
6/1/2015,Vendor A,Country 55,Product 9,57892.24,2827.9
6/1/2015,Vendor A,Country 50,Product 4,97136.81,6249.73
6/1/2015,Vendor A,Country 28,Product 9,53368.4,1432.59
6/1/2015,Vendor A,Country 30,Product 10,1417.33,120.27
6/1/2015,Vendor A,Country 34,Product 4,171220.02,6196.73
6/1/2015,Vendor A,Country 7,Product 10,1028.38,86.98
6/1/2015,Vendor A,Country 43,Product 8,20.39,0.21
6/1/2015,Vendor A,Country 32,Product 9,14067.93,240.29
7/1/2015,Vendor A,Country 1,Product 8,38.16,0.39
7/1/2015,Vendor A,Country 34,Product 2,541.58,45.96
7/1/2015,Vendor A,Country 61,Product 12,635.26,53
7/1/2015,Vendor A,Country 7,Product 2,4528.11,391.33
7/1/2015,Vendor A,Country 49,Product 3,13.32,0.4
7/1/2015,Vendor F,Country 49,Product 4, $-   ,0.07
7/1/2015,Vendor F,Country 62,Product 4, $-   ,0.54
7/1/2015,Vendor F,Country 2,Product 9,22473343.01,660848.76
7/1/2015,Vendor F,Country 2,Product 6, $-   ,440.37
7/1/2015,Vendor B,Country 32,Product 6,2837.66,79.45
7/1/2015,Vendor B,Country 6,Product 6,43461.98,1216.94
7/1/2015,Vendor B,Country 45,Product 6,29737.46,827.01
7/1/2015,Vendor C,Country 2,Product 7,6714573.02,129033.16
7/1/2015,Vendor H,Country 19,Product 18,141884.19,1486.45
7/1/2015,Vendor A,Country 31,Product 10,6509,549.78
7/1/2015,Vendor A,Country 8,Product 10,123.37,10.42
7/1/2015,Vendor A,Country 44,Product 9,26835.65,1489.44
7/1/2015,Vendor A,Country 17,Product 4,45595.87,1362.53
7/1/2015,Vendor A,Country 26,Product 4,18111.26,655.44
7/1/2015,Vendor A,Country 7,Product 10,1038.53,88
7/1/2015,Vendor A,Country 7,Product 4,1363435.14,28911.13
7/1/2015,Vendor A,Country 30,Product 10,1199.46,101.43
7/1/2015,Vendor A,Country 8,Product 2,2053.03,191.03
7/1/2015,Vendor A,Country 21,Product 4,20623.32,723.97
7/1/2015,Vendor A,Country 7,Product 8,320.29,3.25
7/1/2015,Vendor A,Country 44,Product 3,5.5,0.12
7/1/2015,Vendor A,Country 59,Product 12,61.04,5.08
7/1/2015,Vendor A,Country 1,Product 4,49767.39,1742.81
7/1/2015,Vendor A,Country 44,Product 2,31.5,2.81
7/1/2015,Vendor A,Country 25,Product 4,156972.93,4122.75
7/1/2015,Vendor A,Country 19,Product 12,15976.2,1342.66
7/1/2015,Vendor F,Country 32,Product 4, $-   ,0.06
7/1/2015,Vendor F,Country 5,Product 4, $-   ,0.08
7/1/2015,Vendor F,Country 26,Product 4, $-   ,0.04
7/1/2015,Vendor F,Country 35,Product 4, $-   ,2.15
7/1/2015,Vendor F,Country 2,Product 2,490663.89,15972.22
7/1/2015,Vendor D,Country 2,Product 14, $-   , $-   
7/1/2015,Vendor B,Country 27,Product 6,10406.24,291.37
7/1/2015,Vendor B,Country 51,Product 6,1872.76,52.37
7/1/2015,Vendor B,Country 31,Product 6,36786.3,1017.18
7/1/2015,Vendor G,Country 19,Product 17,2279993.2,28655.57
7/1/2015,Vendor E,Country 3,Product 13,13944036.64,279904.14
7/1/2015,Vendor C,Country 1,Product 7,10121.42,188.2
7/1/2015,Vendor C,Country 25,Product 7,38165.7,708.96
7/1/2015,Vendor C,Country 26,Product 7,160.43,2.99
7/1/2015,Vendor A,Country 4,Product 4,6133.95,271.44
7/1/2015,Vendor A,Country 45,Product 3,8.52,0.25
7/1/2015,Vendor A,Country 33,Product 10,614.79,51.87
7/1/2015,Vendor A,Country 57,Product 9,25502.41,1323.39
7/1/2015,Vendor A,Country 33,Product 9,33837.94,1006.83
7/1/2015,Vendor A,Country 20,Product 4,53626.33,4389.94
7/1/2015,Vendor A,Country 23,Product 2,98.6,13.65
7/1/2015,Vendor A,Country 57,Product 3,11.94,0.43
7/1/2015,Vendor A,Country 16,Product 4,10279.99,603.63
7/1/2015,Vendor A,Country 28,Product 9,70363.91,1799.72
7/1/2015,Vendor A,Country 43,Product 3,52.36,1.05
7/1/2015,Vendor A,Country 35,Product 9,13891632.3,191193.28
7/1/2015,Vendor A,Country 48,Product 9,61506.62,572.05
7/1/2015,Vendor A,Country 8,Product 3,5.61,0.13
7/1/2015,Vendor A,Country 31,Product 4,354148.41,23728.37
7/1/2015,Vendor A,Country 43,Product 9,45178.27,1182.58
7/1/2015,Vendor A,Country 40,Product 4,505255.55,32604.62
7/1/2015,Vendor A,Country 27,Product 1,36.21,0.39
7/1/2015,Vendor A,Country 50,Product 9,222552.05,12338.2
7/1/2015,Vendor A,Country 41,Product 8,39.68,0.63
7/1/2015,Vendor A,Country 47,Product 8,9.61,0.17
7/1/2015,Vendor A,Country 57,Product 12,741.52,62.51
7/1/2015,Vendor A,Country 55,Product 2,74.31,8.28
7/1/2015,Vendor A,Country 35,Product 3,925.92,21.41
7/1/2015,Vendor A,Country 28,Product 8,100.97,1.89
7/1/2015,Vendor A,Country 21,Product 12,5074.03,423.62
7/1/2015,Vendor A,Country 7,Product 15,114.19,1.28
7/1/2015,Vendor A,Country 61,Product 10,10.54,0.89
7/1/2015,Vendor A,Country 11,Product 10,91.59,7.73
7/1/2015,Vendor A,Country 58,Product 2,13.56,1.14
7/1/2015,Vendor A,Country 51,Product 2,19.07,1.6
7/1/2015,Vendor A,Country 2,Product 2,15091.49,668.4
7/1/2015,Vendor A,Country 22,Product 12,2284.68,191.22
7/1/2015,Vendor D,Country 2,Product 9,50238236.1,1404020.59
7/1/2015,Vendor B,Country 54,Product 6,659910.22,19212.36
7/1/2015,Vendor B,Country 37,Product 6,7785.74,225.79
7/1/2015,Vendor B,Country 36,Product 6,1100.33,0.32
7/1/2015,Vendor B,Country 11,Product 6,4920.69,137.76
7/1/2015,Vendor B,Country 13,Product 6,20190.59,565.49
7/1/2015,Vendor B,Country 12,Product 6,3010.48,87.35
7/1/2015,Vendor C,Country 6,Product 7,26218.66,487.63
7/1/2015,Vendor A,Country 20,Product 9,116280.48,8841.65
7/1/2015,Vendor A,Country 46,Product 9,5554.74,338.92
7/1/2015,Vendor A,Country 23,Product 3,18.31,2.05
7/1/2015,Vendor A,Country 3,Product 9,2175625.74,170845.99
7/1/2015,Vendor A,Country 46,Product 12,1339.44,112.38
7/1/2015,Vendor A,Country 37,Product 9,239753.64,13316.43
7/1/2015,Vendor A,Country 5,Product 9,46913.92,1313.09
7/1/2015,Vendor A,Country 37,Product 4,55281.23,3250.51
7/1/2015,Vendor A,Country 34,Product 10,108.76,9.18
7/1/2015,Vendor A,Country 27,Product 9,84271.7,1834.99
7/1/2015,Vendor A,Country 6,Product 2,637.22,53.74
7/1/2015,Vendor A,Country 55,Product 4,17906.16,799.94
7/1/2015,Vendor A,Country 52,Product 2,53.5,4.52
7/1/2015,Vendor A,Country 52,Product 1,0.56,0.02
7/1/2015,Vendor A,Country 43,Product 10,1345.69,115.93
7/1/2015,Vendor A,Country 29,Product 2,328.19,27.94
7/1/2015,Vendor A,Country 11,Product 8,10.27,0.12
7/1/2015,Vendor A,Country 31,Product 2,855.06,207.41
7/1/2015,Vendor A,Country 2,Product 14,113.07,22.56
7/1/2015,Vendor A,Country 15,Product 3,2.43,0.07
7/1/2015,Vendor A,Country 42,Product 3,10.97,0.24
7/1/2015,Vendor A,Country 35,Product 10,1667.88,142.2
7/1/2015,Vendor F,Country 42,Product 4, $-   ,0.08
7/1/2015,Vendor F,Country 25,Product 4, $-   ,0.26
7/1/2015,Vendor F,Country 50,Product 4, $-   ,0.38
7/1/2015,Vendor F,Country 2,Product 4,6874613.04,218777.69
7/1/2015,Vendor F,Country 12,Product 4, $-   ,0.15
7/1/2015,Vendor C,Country 43,Product 7,7880.69,146.44
7/1/2015,Vendor C,Country 27,Product 7,13968.37,258
7/1/2015,Vendor C,Country 56,Product 7,66182.7,1230.71
7/1/2015,Vendor A,Country 11,Product 4,45153.33,3057.68
7/1/2015,Vendor A,Country 15,Product 9,49129.27,3619.74
7/1/2015,Vendor A,Country 59,Product 9,2207.81,132.08
7/1/2015,Vendor A,Country 22,Product 9,19486.52,1204.32
7/1/2015,Vendor A,Country 53,Product 4,216791.61,17427.28
7/1/2015,Vendor A,Country 47,Product 10,50.87,4.28
7/1/2015,Vendor A,Country 18,Product 9,1559612.55,99937.28
7/1/2015,Vendor A,Country 52,Product 9,205963.13,17043.91
7/1/2015,Vendor A,Country 19,Product 4,22025.14,2167.61
7/1/2015,Vendor A,Country 10,Product 3,40,0.85
7/1/2015,Vendor A,Country 36,Product 12,1166.41,97.95
7/1/2015,Vendor A,Country 10,Product 8,3.44,0.04
7/1/2015,Vendor A,Country 57,Product 4,11464.41,427.49
7/1/2015,Vendor A,Country 20,Product 3,12.3,0.51
7/1/2015,Vendor A,Country 7,Product 5,83744.89,1111.01
7/1/2015,Vendor A,Country 29,Product 4,232964.71,15027.79
7/1/2015,Vendor A,Country 41,Product 9,6729.85,258.28
7/1/2015,Vendor A,Country 40,Product 9,853397.66,51422.66
7/1/2015,Vendor A,Country 61,Product 9,2837.15,92.6
7/1/2015,Vendor A,Country 32,Product 2,15.53,1.31
7/1/2015,Vendor A,Country 27,Product 3,54.99,1.33
7/1/2015,Vendor A,Country 26,Product 9,50922.78,1240.5
7/1/2015,Vendor A,Country 30,Product 9,272999.47,3452.67
7/1/2015,Vendor A,Country 27,Product 4,55714.98,1490.27
7/1/2015,Vendor A,Country 7,Product 1,11795.2,157.76
7/1/2015,Vendor A,Country 6,Product 10,283.38,24.18
