Date,Vendor Name,Country,Product, Gross Bookings , Fees ,Fees/ Gross Bookings,,,Total Cell Range:,7911
11/1/2015,Vendor A,Country 36,Product 12,5368.52,451.83,0.084162861,,,,
11/1/2015,Vendor A,Country 47,Product 10,116.66,9.91,0.084947711,,,,
11/1/2015,Vendor A,Country 14,Product 4,127351.81,8649.55,0.067918548,,,,
11/1/2015,Vendor A,Country 31,Product 2,568.55,212.11,0.373071849,,,,
11/1/2015,Vendor A,Country 29,Product 11,27.45,1.16,0.042258652,,,,
11/1/2015,Vendor A,Country 53,Product 12,121006.12,10154.88,0.083920384,,,,
11/1/2015,Vendor A,Country 1,Product 11,89.08,3.77,0.042321509,,,,
11/1/2015,Vendor A,Country 40,Product 11,534.69,22.73,0.042510614,,,,
11/1/2015,Vendor A,Country 31,Product 3,554.46,15.65,0.028225661,,,,
11/1/2015,Vendor A,Country 44,Product 2,31.33,2.65,0.084583466,,,,
11/1/2015,Vendor F,Country 8,Product 9,50546.38,1306.29,0.025843394,,,,
11/1/2015,Vendor F,Country 57,Product 9,3254.36,119.24,0.036640077,,,,
11/1/2015,Vendor F,Country 68,Product 9,180.31,6.13,0.033997005,,,,
11/1/2015,Vendor F,Country 25,Product 4,13585.72,154.98,0.011407566,,,,
11/1/2015,Vendor F,Country 26,Product 4,2109.92,32.06,0.015194889,,,,
11/1/2015,Vendor F,Country 49,Product 4,3492.35,118.58,0.033954214,,,,
11/1/2015,Vendor F,Country 23,Product 4,13140.83,480.9,0.036595862,,,,
11/1/2015,Vendor F,Country 72,Product 4, $-   ,3.44,#VALUE!,,,,
11/1/2015,Vendor F,Country 59,Product 9,252.99,8.75,0.034586347,,,,
11/1/2015,Vendor F,Country 51,Product 9, $-   ,43.79,#VALUE!,,,,
11/1/2015,Vendor F,Country 13,Product 9,13484.04,370.15,0.027450972,,,,
11/1/2015,Vendor D,Country 2,Product 9,49448271.36,1917944.58,0.038786888,,,,
11/1/2015,Vendor B,Country 2,Product 6,36253007.62,838371.17,0.023125562,,,,
11/1/2015,Vendor B,Country 43,Product 6,15807.36,442.59,0.027998983,,,,
11/1/2015,Vendor B,Country 51,Product 6,2023.17,56.53,0.0279413,,,,
11/1/2015,Vendor B,Country 23,Product 6,14134.28,392.67,0.027781394,,,,
11/1/2015,Vendor B,Country 47,Product 6,19266.1,554.7,0.028791504,,,,
11/1/2015,Vendor C,Country 43,Product 7,14270.3,265.1,0.018577045,,,,
11/1/2015,Vendor C,Country 6,Product 7,25715.61,478.05,0.018589876,,,,
11/1/2015,Vendor I,Country 3,Product 19,3312961.22,20916.46,0.006313524,,,,
11/1/2015,Vendor C,Country 30,Product 7,34494.66,641.58,0.018599401,,,,
11/1/2015,Vendor C,Country 35,Product 7,2003972.42,37249.78,0.01858797,,,,
11/1/2015,Vendor A,Country 7,Product 9,627272.99,24974.07,0.039813718,,,,
11/1/2015,Vendor A,Country 48,Product 9,99763.15,873.43,0.008755036,,,,
11/1/2015,Vendor A,Country 6,Product 9,107874.12,3196.05,0.029627588,,,,
11/1/2015,Vendor A,Country 28,Product 4,121048.24,3743.83,0.030928413,,,,
11/1/2015,Vendor A,Country 8,Product 12,424075.15,35711.28,0.084209792,,,,
11/1/2015,Vendor A,Country 21,Product 9,43285.02,1650.86,0.038139292,,,,
11/1/2015,Vendor A,Country 6,Product 1,11.49,0.08,0.006962576,,,,
11/1/2015,Vendor A,Country 50,Product 2,405.1,34.77,0.085830659,,,,
11/1/2015,Vendor A,Country 37,Product 3,7.16,0.17,0.023743017,,,,
11/1/2015,Vendor A,Country 8,Product 11,548.34,23.25,0.0424007,,,,
11/1/2015,Vendor A,Country 32,Product 10,1221.19,103.86,0.085048191,,,,
11/1/2015,Vendor A,Country 25,Product 2,587.27,61.2,0.10421101,,,,
11/1/2015,Vendor A,Country 50,Product 9,330172.85,17847.36,0.054054596,,,,
11/1/2015,Vendor A,Country 43,Product 1,2.49,0.02,0.008032129,,,,
11/1/2015,Vendor A,Country 2,Product 9,228263.76,13482.98,0.059067545,,,,
11/1/2015,Vendor A,Country 2,Product 14,10.53,0.5,0.047483381,,,,
11/1/2015,Vendor A,Country 71,Product 4,552.74,27.13,0.049082751,,,,
11/1/2015,Vendor A,Country 24,Product 4,111453.57,9897.22,0.088801283,,,,
11/1/2015,Vendor A,Country 24,Product 8,13.91,0.28,0.020129403,,,,
11/1/2015,Vendor A,Country 10,Product 9,529988.18,28927.81,0.054581991,,,,
11/1/2015,Vendor A,Country 69,Product 4,752.25,58.81,0.078178797,,,,
11/1/2015,Vendor A,Country 19,Product 10,35.13,2.97,0.084543126,,,,
11/1/2015,Vendor A,Country 53,Product 9,703028.21,51602.42,0.073400212,,,,
11/1/2015,Vendor A,Country 20,Product 9,177450.48,13720.04,0.077317571,,,,
11/1/2015,Vendor A,Country 10,Product 4,328506.62,19482.96,0.059307663,,,,
11/1/2015,Vendor A,Country 69,Product 9,2140.93,147.07,0.068694446,,,,
11/1/2015,Vendor A,Country 52,Product 9,318051.18,24225.01,0.076167018,,,,
11/1/2015,Vendor A,Country 39,Product 3,2.99,0.08,0.026755853,,,,
11/1/2015,Vendor A,Country 50,Product 11,4244.59,180.36,0.042491737,,,,
11/1/2015,Vendor A,Country 26,Product 10,10.09,0.88,0.087215064,,,,
11/1/2015,Vendor A,Country 35,Product 4,2571114.67,78252.75,0.03043534,,,,
11/1/2015,Vendor A,Country 41,Product 4,5199.19,229.9,0.044218426,,,,
11/1/2015,Vendor A,Country 27,Product 3,24.19,0.55,0.022736668,,,,
11/1/2015,Vendor A,Country 2,Product 10,18.65,0.77,0.041286863,,,,
11/1/2015,Vendor A,Country 12,Product 4,71462.4,9257.02,0.129536931,,,,
11/1/2015,Vendor A,Country 68,Product 4,902.09,81.57,0.09042335,,,,
11/1/2015,Vendor A,Country 10,Product 8,32.55,0.35,0.010752688,,,,
11/1/2015,Vendor A,Country 36,Product 4,229993,25136.56,0.109292718,,,,
11/1/2015,Vendor A,Country 67,Product 10,253.57,21.72,0.085656821,,,,
11/1/2015,Vendor A,Country 44,Product 8,26.81,0.38,0.014173816,,,,
11/1/2015,Vendor A,Country 68,Product 10,0.18,0.02,0.111111111,,,,
11/1/2015,Vendor A,Country 27,Product 10,27.6,2.33,0.08442029,,,,
11/1/2015,Vendor A,Country 26,Product 12,4781.46,402.11,0.084097744,,,,
11/1/2015,Vendor A,Country 57,Product 4,27966.7,1022.63,0.036565987,,,,
11/1/2015,Vendor A,Country 52,Product 3,91.23,3.1,0.03398005,,,,
11/1/2015,Vendor A,Country 10,Product 2,287.42,24.4,0.084893188,,,,
11/1/2015,Vendor A,Country 60,Product 11,2.31,0.1,0.043290043,,,,
11/1/2015,Vendor A,Country 58,Product 8,3.64,0.07,0.019230769,,,,
11/1/2015,Vendor A,Country 35,Product 3,1034.89,21.26,0.020543246,,,,
11/1/2015,Vendor A,Country 45,Product 3,57.37,1.22,0.02126547,,,,
11/1/2015,Vendor F,Country 35,Product 4,42888.59,575.67,0.013422451,,,,
11/1/2015,Vendor F,Country 30,Product 9,26375.73,183.25,0.006947675,,,,
11/1/2015,Vendor F,Country 53,Product 9,15151.39,514.47,0.0339553,,,,
11/1/2015,Vendor F,Country 47,Product 9,7921.14,266.29,0.033617636,,,,
11/1/2015,Vendor F,Country 33,Product 4,742.75,20.22,0.027223157,,,,
11/1/2015,Vendor F,Country 11,Product 4,5494.75,167.23,0.030434506,,,,
11/1/2015,Vendor F,Country 39,Product 9,19515.57,615.04,0.031515349,,,,
11/1/2015,Vendor F,Country 7,Product 4,29928.35,330.16,0.011031681,,,,
11/1/2015,Vendor F,Country 6,Product 4,4489.46,70.22,0.015641079,,,,
11/1/2015,Vendor F,Country 63,Product 4, $-   ,0.97,#VALUE!,,,,
11/1/2015,Vendor F,Country 41,Product 9,627.76,12.36,0.019689053,,,,
11/1/2015,Vendor F,Country 73,Product 9,172.28,2.84,0.016484792,,,,
11/1/2015,Vendor F,Country 43,Product 6, $-   ,0.5,#VALUE!,,,,
11/1/2015,Vendor F,Country 2,Product 2,594198.76,19163.75,0.032251414,,,,
11/1/2015,Vendor F,Country 3,Product 4, $-   ,16.86,#VALUE!,,,,
11/1/2015,Vendor F,Country 44,Product 4,1586.51,50.25,0.031673295,,,,
11/1/2015,Vendor F,Country 2,Product 4,8283696.88,253697.01,0.030626061,,,,
11/1/2015,Vendor F,Country 66,Product 9,629.63,22.57,0.03584645,,,,
11/1/2015,Vendor F,Country 36,Product 9,17325.7,626.5,0.036160155,,,,
11/1/2015,Vendor F,Country 52,Product 9,17601.47,600.93,0.034140898,,,,
11/1/2015,Vendor J,Country 35,Product 14, $-   , $-   ,#VALUE!,,,,
11/1/2015,Vendor J,Country 54,Product 9,3370430.66,30641.46,0.00909126,,,,
11/1/2015,Vendor D,Country 2,Product 14,6852.68, $-   ,#VALUE!,,,,
11/1/2015,Vendor F,Country 2,Product 21,4682416.64,87697.68,0.018729149,,,,
11/1/2015,Vendor B,Country 27,Product 6,2131.06,59.67,0.02800015,,,,
11/1/2015,Vendor B,Country 39,Product 6,29490.88,849.29,0.028798395,,,,
11/1/2015,Vendor C,Country 18,Product 7,334171.14,6214.34,0.01859628,,,,
11/1/2015,Vendor C,Country 34,Product 7,38962.86,724.7,0.018599764,,,,
11/1/2015,Vendor A,Country 73,Product 9,517.25,12.6,0.024359594,,,,
11/1/2015,Vendor A,Country 29,Product 9,702090.37,45970,0.065475902,,,,
11/1/2015,Vendor A,Country 43,Product 9,67076.33,1513.66,0.022566232,,,,
11/1/2015,Vendor A,Country 41,Product 9,7925.88,305.49,0.038543354,,,,
11/1/2015,Vendor A,Country 43,Product 4,36736.25,1214.27,0.033053728,,,,
11/1/2015,Vendor A,Country 55,Product 11,41.89,1.84,0.043924564,,,,
11/1/2015,Vendor A,Country 7,Product 3,125.31,2.94,0.023461815,,,,
11/1/2015,Vendor A,Country 50,Product 14,329.77,15.88,0.048154775,,,,
11/1/2015,Vendor A,Country 37,Product 2,69.61,5.9,0.084757937,,,,
11/1/2015,Vendor A,Country 44,Product 4,21282.33,1359.15,0.063862838,,,,
11/1/2015,Vendor A,Country 29,Product 10,10324.53,879.97,0.085230998,,,,
11/1/2015,Vendor A,Country 3,Product 4,1088007.02,110011.54,0.101112895,,,,
11/1/2015,Vendor A,Country 4,Product 1,13.26,0.18,0.013574661,,,,
11/1/2015,Vendor A,Country 68,Product 9,2440.24,177.47,0.072726453,,,,
11/1/2015,Vendor A,Country 46,Product 9,12091.25,675.91,0.055900755,,,,
11/1/2015,Vendor A,Country 66,Product 4,4436.67,370.45,0.083497308,,,,
11/1/2015,Vendor A,Country 20,Product 11,242.54,10.27,0.042343531,,,,
11/1/2015,Vendor A,Country 51,Product 4,90927.08,4944.26,0.0543761,,,,
11/1/2015,Vendor A,Country 15,Product 9,145488.19,10638.78,0.073124698,,,,
11/1/2015,Vendor A,Country 22,Product 9,29171.12,1637.09,0.056120231,,,,
11/1/2015,Vendor A,Country 10,Product 10,397.5,33.65,0.084654088,,,,
11/1/2015,Vendor A,Country 53,Product 3,30.07,0.8,0.026604589,,,,
11/1/2015,Vendor A,Country 59,Product 4,2750.22,148.08,0.053842965,,,,
11/1/2015,Vendor A,Country 46,Product 4,4814.68,282.36,0.058645642,,,,
11/1/2015,Vendor A,Country 19,Product 11,80.35,3.37,0.041941506,,,,
11/1/2015,Vendor A,Country 46,Product 10,3.99,0.34,0.085213033,,,,
11/1/2015,Vendor A,Country 57,Product 3,1.31,0.04,0.030534351,,,,
11/1/2015,Vendor A,Country 47,Product 9,164284.23,12048.26,0.073337897,,,,
11/1/2015,Vendor A,Country 23,Product 11,14.19,0.6,0.042283298,,,,
11/1/2015,Vendor A,Country 49,Product 12,14731.07,1242.04,0.08431431,,,,
11/1/2015,Vendor A,Country 49,Product 2,177.79,7.4,0.041622138,,,,
11/1/2015,Vendor A,Country 8,Product 2,2264.75,212.78,0.093952975,,,,
11/1/2015,Vendor A,Country 6,Product 3,201.1,4.19,0.020835405,,,,
11/1/2015,Vendor A,Country 9,Product 4,655.59,18.79,0.028661206,,,,
11/1/2015,Vendor A,Country 25,Product 3,8224.3,217.41,0.026435077,,,,
11/1/2015,Vendor A,Country 42,Product 10,253.74,21.87,0.086190589,,,,
11/1/2015,Vendor A,Country 21,Product 12,10768.88,904.09,0.083953949,,,,
11/1/2015,Vendor A,Country 21,Product 2,165.11,14.14,0.085639876,,,,
11/1/2015,Vendor A,Country 35,Product 1,206.18,1.49,0.007226695,,,,
11/1/2015,Vendor A,Country 50,Product 8,3.42,0.04,0.011695906,,,,
11/1/2015,Vendor A,Country 55,Product 10,7644.78,648.23,0.084793807,,,,
11/1/2015,Vendor A,Country 57,Product 12,1848.23,154.84,0.083777452,,,,
11/1/2015,Vendor A,Country 13,Product 4,183320.81,11547.27,0.062989412,,,,
11/1/2015,Vendor A,Country 17,Product 11,14.25,0.6,0.042105263,,,,
11/1/2015,Vendor A,Country 21,Product 8,45.97,0.79,0.017185121,,,,
11/1/2015,Vendor A,Country 30,Product 8,44.56,0.37,0.008303411,,,,
11/1/2015,Vendor A,Country 1,Product 2,617.94,53.7,0.086901641,,,,
11/1/2015,Vendor A,Country 23,Product 10,59.98,5.24,0.087362454,,,,
11/1/2015,Vendor A,Country 8,Product 10,23.16,1.96,0.08462867,,,,
11/1/2015,Vendor A,Country 1,Product 10,207.48,17.63,0.084972045,,,,
11/1/2015,Vendor A,Country 8,Product 3,20.16,0.53,0.026289683,,,,
11/1/2015,Vendor A,Country 66,Product 2,2,0.17,0.085,,,,
11/1/2015,Vendor A,Country 28,Product 12,3998.6,335.64,0.083939379,,,,
11/1/2015,Vendor F,Country 7,Product 9,112147.31,999.75,0.008914614,,,,
11/1/2015,Vendor F,Country 55,Product 9,5280.28,121.14,0.022941965,,,,
11/1/2015,Vendor F,Country 12,Product 9,49577.95,1990.29,0.040144661,,,,
11/1/2015,Vendor F,Country 45,Product 4,2761.3,72.27,0.026172455,,,,
11/1/2015,Vendor F,Country 24,Product 9,7002.75,251.66,0.03593731,,,,
11/1/2015,Vendor F,Country 54,Product 4,71430.18,2132.47,0.029853908,,,,
11/1/2015,Vendor F,Country 42,Product 9,18797.83,126.41,0.006724712,,,,
11/1/2015,Vendor F,Country 27,Product 4,666.45,15.11,0.022672369,,,,
11/1/2015,Vendor F,Country 61,Product 4,2066.14,30.89,0.014950584,,,,
11/1/2015,Vendor F,Country 32,Product 4,3743.21,34.75,0.009283476,,,,
11/1/2015,Vendor F,Country 64,Product 4,462.87,7.68,0.016592132,,,,
11/1/2015,Vendor F,Country 51,Product 4, $-   ,150.22,#VALUE!,,,,
11/1/2015,Vendor F,Country 52,Product 4,26831.36,1058.4,0.039446379,,,,
11/1/2015,Vendor F,Country 57,Product 4,1418.57,47.64,0.033583115,,,,
11/1/2015,Vendor F,Country 46,Product 9,5710.96,151.06,0.026450894,,,,
11/1/2015,Vendor F,Country 21,Product 9,2362.97,56.28,0.023817484,,,,
11/1/2015,Vendor F,Country 2,Product 9,23742607.57,667638.23,0.028119836,,,,
11/1/2015,Vendor F,Country 45,Product 9,2536.62,43.23,0.017042363,,,,
11/1/2015,Vendor J,Country 54,Product 10,4862.54, $-   ,#VALUE!,,,,
11/1/2015,Vendor J,Country 54,Product 14, $-   , $-   ,#VALUE!,,,,
11/1/2015,Vendor B,Country 54,Product 6,862828.77,25091.61,0.029080637,,,,
11/1/2015,Vendor B,Country 48,Product 6,9560.9,267.71,0.028000502,,,,
11/1/2015,Vendor B,Country 11,Product 6,12354.52,345.83,0.027992184,,,,
11/1/2015,Vendor B,Country 16,Product 6,2285.54,65.78,0.028780945,,,,
11/1/2015,Vendor B,Country 45,Product 6,16065.93,449.3,0.027966013,,,,
11/1/2015,Vendor B,Country 10,Product 6,79105.73,2214.69,0.027996581,,,,
11/1/2015,Vendor C,Country 49,Product 7,62.87,1.21,0.019246063,,,,
11/1/2015,Vendor C,Country 2,Product 7,8695422.03,167008.44,0.019206479,,,,
11/1/2015,Vendor C,Country 54,Product 7,2192002.64,35085.08,0.016005948,,,,
11/1/2015,Vendor C,Country 32,Product 7,16.12,0.3,0.018610422,,,,
11/1/2015,Vendor A,Country 37,Product 9,351350.05,19370.54,0.055131741,,,,
11/1/2015,Vendor A,Country 42,Product 9,221275.56,2486.62,0.011237662,,,,
11/1/2015,Vendor A,Country 32,Product 4,53420.93,974.34,0.018238919,,,,
11/1/2015,Vendor A,Country 6,Product 8,27.41,0.29,0.01058008,,,,
11/1/2015,Vendor A,Country 8,Product 9,4067027.9,228807.18,0.056259063,,,,
11/1/2015,Vendor A,Country 54,Product 4,178379.46,9014.87,0.050537601,,,,
11/1/2015,Vendor A,Country 31,Product 4,446961.93,30652.05,0.068578659,,,,
11/1/2015,Vendor A,Country 7,Product 1,27.95,0.21,0.007513417,,,,
11/1/2015,Vendor A,Country 55,Product 9,69509.05,3361.67,0.048363055,,,,
11/1/2015,Vendor A,Country 71,Product 12,35.74,2.98,0.083379966,,,,
11/1/2015,Vendor A,Country 65,Product 2,65.43,5.55,0.084823475,,,,
11/1/2015,Vendor A,Country 49,Product 9,110159.56,7040.24,0.063909478,,,,
11/1/2015,Vendor A,Country 58,Product 4,5438.43,364.4,0.067004632,,,,
11/1/2015,Vendor A,Country 3,Product 9,1703343.82,154626.31,0.090778097,,,,
11/1/2015,Vendor A,Country 45,Product 10,32.85,2.83,0.086149163,,,,
11/1/2015,Vendor A,Country 70,Product 9,2071.62,123.51,0.059620008,,,,
11/1/2015,Vendor A,Country 39,Product 9,380368.93,25630.26,0.067382633,,,,
11/1/2015,Vendor A,Country 11,Product 8,34.69,0.43,0.012395503,,,,
11/1/2015,Vendor A,Country 18,Product 11,242.27,10.44,0.043092418,,,,
11/1/2015,Vendor A,Country 23,Product 2,120.8,13.09,0.108360927,,,,
11/1/2015,Vendor A,Country 65,Product 9,60778.77,3847.45,0.063302531,,,,
11/1/2015,Vendor A,Country 19,Product 3,91.26,2.87,0.031448608,,,,
11/1/2015,Vendor A,Country 70,Product 4,927.34,59.27,0.063913991,,,,
11/1/2015,Vendor A,Country 34,Product 9,259636.59,4156.95,0.016010648,,,,
11/1/2015,Vendor A,Country 48,Product 2,4.27,0.36,0.084309133,,,,
11/1/2015,Vendor A,Country 1,Product 9,107609.35,3373.89,0.031353131,,,,
11/1/2015,Vendor A,Country 30,Product 3,147.59,3.03,0.020529846,,,,
11/1/2015,Vendor A,Country 25,Product 4,219734.16,5525.93,0.025148252,,,,
11/1/2015,Vendor A,Country 34,Product 1,6.02,0.03,0.004983389,,,,
11/1/2015,Vendor A,Country 42,Product 2,105.62,8.94,0.08464306,,,,
11/1/2015,Vendor A,Country 30,Product 2,120.64,10.21,0.084631963,,,,
11/1/2015,Vendor A,Country 2,Product 4,77107.61,5157.89,0.066892101,,,,
11/1/2015,Vendor A,Country 45,Product 2,70.92,6.13,0.08643542,,,,
11/1/2015,Vendor A,Country 36,Product 11,133.79,5.72,0.042753569,,,,
11/1/2015,Vendor A,Country 11,Product 3,53.57,1.25,0.023333956,,,,
11/1/2015,Vendor A,Country 47,Product 4,51705.06,4374.17,0.08459849,,,,
11/1/2015,Vendor A,Country 17,Product 3,40.66,1.12,0.027545499,,,,
11/1/2015,Vendor A,Country 23,Product 3,13.68,0.34,0.024853801,,,,
11/1/2015,Vendor A,Country 65,Product 10,1.84,0.15,0.081521739,,,,
11/1/2015,Vendor A,Country 43,Product 2,153.95,13.22,0.085872036,,,,
11/1/2015,Vendor A,Country 40,Product 2,531.09,45.29,0.085277448,,,,
11/1/2015,Vendor A,Country 40,Product 10,1613.41,137.14,0.085000093,,,,
11/1/2015,Vendor A,Country 41,Product 2,0.22,0.02,0.090909091,,,,
11/1/2015,Vendor A,Country 25,Product 11,40.67,1.72,0.042291615,,,,
11/1/2015,Vendor A,Country 52,Product 11,208.58,8.85,0.042429763,,,,
11/1/2015,Vendor A,Country 2,Product 11,2.45,0.1,0.040816327,,,,
11/1/2015,Vendor A,Country 67,Product 12,1161.64,97.74,0.084139665,,,,
11/1/2015,Vendor A,Country 53,Product 8,3.4,0.04,0.011764706,,,,
11/1/2015,Vendor A,Country 3,Product 8,107.95,1.36,0.012598425,,,,
11/1/2015,Vendor A,Country 54,Product 3,6.16,0.13,0.021103896,,,,
11/1/2015,Vendor A,Country 44,Product 12,3005.55,251.64,0.083725109,,,,
11/1/2015,Vendor A,Country 67,Product 3,16,0.41,0.025625,,,,
11/1/2015,Vendor A,Country 27,Product 2,2.77,0.23,0.083032491,,,,
11/1/2015,Vendor A,Country 18,Product 8,122.33,2.53,0.020681762,,,,
11/1/2015,Vendor F,Country 37,Product 9,28413.73,721.72,0.025400396,,,,
11/1/2015,Vendor F,Country 68,Product 4,77.79,3.21,0.041264944,,,,
11/1/2015,Vendor F,Country 13,Product 4,8160.17,249.47,0.030571667,,,,
11/1/2015,Vendor F,Country 54,Product 6, $-   ,0.01,#VALUE!,,,,
11/1/2015,Vendor F,Country 27,Product 9,968.51,9.39,0.009695305,,,,
11/1/2015,Vendor F,Country 35,Product 9,267589.8,2130.5,0.007961813,,,,
11/1/2015,Vendor F,Country 37,Product 4,8311.75,238.83,0.028734021,,,,
11/1/2015,Vendor F,Country 24,Product 4,5760.34,253.55,0.044016499,,,,
11/1/2015,Vendor F,Country 17,Product 4,4455.92,122.51,0.027493761,,,,
11/1/2015,Vendor F,Country 58,Product 4,415.87,14.26,0.034289562,,,,
11/1/2015,Vendor F,Country 18,Product 4,21707.13,743.53,0.034252801,,,,
11/1/2015,Vendor F,Country 4,Product 9, $-   ,0.14,#VALUE!,,,,
11/1/2015,Vendor F,Country 19,Product 9, $-   ,0.6,#VALUE!,,,,
11/1/2015,Vendor F,Country 58,Product 9,1383.82,42.38,0.03062537,,,,
11/1/2015,Vendor F,Country 49,Product 9,9294.62,278.27,0.029938825,,,,
11/1/2015,Vendor F,Country 65,Product 9,8522.98,253.73,0.029770104,,,,
11/1/2015,Vendor F,Country 31,Product 9,41655.81,1192.39,0.028624818,,,,
11/1/2015,Vendor J,Country 35,Product 9,-41.39,-0.29,0.007006523,,,,
11/1/2015,Vendor D,Country 2,Product 4,17148222.7,735702.27,0.042902538,,,,
11/1/2015,Vendor B,Country 32,Product 6,8363.33,234.17,0.027999613,,,,
11/1/2015,Vendor B,Country 40,Product 6,367777.43,10665.54,0.028999985,,,,
11/1/2015,Vendor B,Country 35,Product 6,3177718.75,88976.13,0.028000002,,,,
11/1/2015,Vendor G,Country 19,Product 17,1828696.94,23053.29,0.012606403,,,,
11/1/2015,Vendor C,Country 64,Product 7,3.03,0.06,0.01980198,,,,
11/1/2015,Vendor C,Country 9,Product 7,172.4,3.23,0.018735499,,,,
11/1/2015,Vendor A,Country 5,Product 2,179.74,15.44,0.085901858,,,,
11/1/2015,Vendor A,Country 35,Product 9,16307149.31,229048.97,0.014045923,,,,
11/1/2015,Vendor A,Country 54,Product 9,149197.17,7697.36,0.051591863,,,,
11/1/2015,Vendor A,Country 7,Product 8,250.27,2.67,0.010668478,,,,
11/1/2015,Vendor A,Country 50,Product 4,184269.7,11137.77,0.060442764,,,,
11/1/2015,Vendor A,Country 40,Product 9,1338336.04,81576.44,0.06095363,,,,
11/1/2015,Vendor A,Country 32,Product 2,1.91,0.16,0.083769634,,,,
11/1/2015,Vendor A,Country 43,Product 10,2654.28,228.03,0.085910303,,,,
11/1/2015,Vendor A,Country 6,Product 2,395.96,33.74,0.085210627,,,,
11/1/2015,Vendor A,Country 42,Product 8,3.5,0.04,0.011428571,,,,
11/1/2015,Vendor A,Country 64,Product 10,213.5,18.08,0.084683841,,,,
11/1/2015,Vendor A,Country 73,Product 4,711.89,24.36,0.03421877,,,,
11/1/2015,Vendor A,Country 27,Product 4,8322.49,370.16,0.044477074,,,,
11/1/2015,Vendor A,Country 7,Product 4,367954.48,16376.24,0.044506157,,,,
11/1/2015,Vendor A,Country 15,Product 10,3571.1,303.43,0.084968217,,,,
11/1/2015,Vendor A,Country 49,Product 4,41550.89,2852.01,0.068638963,,,,
11/1/2015,Vendor A,Country 58,Product 2,117.65,9.96,0.084657884,,,,
11/1/2015,Vendor A,Country 45,Product 4,61753.66,3897.4,0.063112049,,,,
11/1/2015,Vendor A,Country 4,Product 4,90.39,2.41,0.026662241,,,,
11/1/2015,Vendor A,Country 57,Product 8,4.2,0.09,0.021428571,,,,
11/1/2015,Vendor A,Country 33,Product 10,595.78,50.55,0.084846756,,,,
11/1/2015,Vendor A,Country 33,Product 9,24937.57,684.06,0.0274309,,,,
11/1/2015,Vendor A,Country 19,Product 9,54100.84,4056.11,0.074973143,,,,
11/1/2015,Vendor A,Country 57,Product 9,58163.39,2851.45,0.049024825,,,,
11/1/2015,Vendor A,Country 33,Product 4,18890.22,859.24,0.045485971,,,,
11/1/2015,Vendor A,Country 12,Product 8,5.77,0.18,0.031195841,,,,
11/1/2015,Vendor A,Country 61,Product 4,19125.28,557.46,0.029147809,,,,
11/1/2015,Vendor A,Country 7,Product 5,5935695.38,145718.07,0.024549452,,,,
11/1/2015,Vendor A,Country 1,Product 3,93.5,1.97,0.021069519,,,,
11/1/2015,Vendor A,Country 14,Product 12,26852.88,2253.26,0.083911297,,,,
11/1/2015,Vendor A,Country 16,Product 11,54.2,2.28,0.042066421,,,,
11/1/2015,Vendor A,Country 19,Product 4,27350.36,2415.12,0.088303042,,,,
11/1/2015,Vendor A,Country 36,Product 1,4.22,0.1,0.023696682,,,,
11/1/2015,Vendor A,Country 12,Product 11,58.87,2.46,0.041786988,,,,
11/1/2015,Vendor A,Country 58,Product 12,2168.96,181.67,0.083759037,,,,
11/1/2015,Vendor A,Country 70,Product 14,0.63,0.03,0.047619048,,,,
11/1/2015,Vendor A,Country 38,Product 12,10.18,0.86,0.084479371,,,,
11/1/2015,Vendor A,Country 52,Product 1,0.74,0.02,0.027027027,,,,
11/1/2015,Vendor A,Country 11,Product 11,21.71,0.92,0.042376785,,,,
11/1/2015,Vendor A,Country 17,Product 8,6.17,0.21,0.034035656,,,,
11/1/2015,Vendor A,Country 35,Product 11,2092.08,125.64,0.060055065,,,,
11/1/2015,Vendor A,Country 32,Product 14,2.98,0.14,0.046979866,,,,
11/1/2015,Vendor A,Country 21,Product 11,3.02,0.13,0.043046358,,,,
11/1/2015,Vendor A,Country 41,Product 12,1961.24,165.87,0.084574045,,,,
11/1/2015,Vendor A,Country 3,Product 14,5172.39,257.15,0.049715895,,,,
11/1/2015,Vendor A,Country 45,Product 11,1.96,0.08,0.040816327,,,,
11/1/2015,Vendor A,Country 14,Product 11,13.23,0.56,0.042328042,,,,
11/1/2015,Vendor A,Country 64,Product 8,46.89,0.81,0.017274472,,,,
11/1/2015,Vendor A,Country 36,Product 3,147.34,9.53,0.064680331,,,,
11/1/2015,Vendor A,Country 54,Product 12,46481.37,3901.34,0.083933412,,,,
11/1/2015,Vendor F,Country 25,Product 9,8663.53,100.34,0.011581884,,,,
11/1/2015,Vendor F,Country 28,Product 4,7544.22,202.21,0.026803301,,,,
11/1/2015,Vendor F,Country 53,Product 4,9295.5,371.94,0.040012909,,,,
11/1/2015,Vendor F,Country 42,Product 4,6412.24,72.34,0.011281549,,,,
11/1/2015,Vendor F,Country 43,Product 4,2683.22,37.73,0.014061463,,,,
11/1/2015,Vendor F,Country 41,Product 4,416.15,6.39,0.01535504,,,,
11/1/2015,Vendor F,Country 5,Product 4,1517.71,22.71,0.014963333,,,,
11/1/2015,Vendor F,Country 26,Product 9,5863.44,73.38,0.012514838,,,,
11/1/2015,Vendor F,Country 55,Product 4,1383.04,36.51,0.026398369,,,,
11/1/2015,Vendor F,Country 2,Product 10,2642.9,94.17,0.035631314,,,,
