Date,Vendor Name,Country,Product, Gross Bookings , Fees ,Fees/ Gross Bookings,,,Total Cell Range:,7911
7/1/2015,Vendor A,Country 6,Product 2,637.22,53.74,0.084335081,,,,
7/1/2015,Vendor A,Country 55,Product 4,17906.16,799.94,0.044674012,,,,
7/1/2015,Vendor A,Country 52,Product 2,53.5,4.52,0.084485981,,,,
7/1/2015,Vendor A,Country 52,Product 1,0.56,0.02,0.035714286,,,,
7/1/2015,Vendor A,Country 43,Product 10,1345.69,115.93,0.086149113,,,,
7/1/2015,Vendor A,Country 29,Product 2,328.19,27.94,0.085133612,,,,
7/1/2015,Vendor A,Country 11,Product 8,10.27,0.12,0.011684518,,,,
7/1/2015,Vendor A,Country 31,Product 2,855.06,207.41,0.242567773,,,,
7/1/2015,Vendor A,Country 2,Product 14,113.07,22.56,0.19952242,,,,
7/1/2015,Vendor A,Country 15,Product 3,2.43,0.07,0.028806584,,,,
7/1/2015,Vendor A,Country 42,Product 3,10.97,0.24,0.021877849,,,,
7/1/2015,Vendor A,Country 35,Product 10,1667.88,142.2,0.085257932,,,,
7/1/2015,Vendor F,Country 42,Product 4, $-   ,0.08,#VALUE!,,,,
7/1/2015,Vendor F,Country 25,Product 4, $-   ,0.26,#VALUE!,,,,
7/1/2015,Vendor F,Country 50,Product 4, $-   ,0.38,#VALUE!,,,,
7/1/2015,Vendor F,Country 2,Product 4,6874613.04,218777.69,0.031824001,,,,
7/1/2015,Vendor F,Country 12,Product 4, $-   ,0.15,#VALUE!,,,,
7/1/2015,Vendor C,Country 43,Product 7,7880.69,146.44,0.018582129,,,,
7/1/2015,Vendor C,Country 27,Product 7,13968.37,258,0.018470301,,,,
7/1/2015,Vendor C,Country 56,Product 7,66182.7,1230.71,0.018595645,,,,
7/1/2015,Vendor A,Country 11,Product 4,45153.33,3057.68,0.067717708,,,,
7/1/2015,Vendor A,Country 15,Product 9,49129.27,3619.74,0.073677871,,,,
7/1/2015,Vendor A,Country 59,Product 9,2207.81,132.08,0.059823988,,,,
7/1/2015,Vendor A,Country 22,Product 9,19486.52,1204.32,0.061802723,,,,
7/1/2015,Vendor A,Country 53,Product 4,216791.61,17427.28,0.080387244,,,,
7/1/2015,Vendor A,Country 47,Product 10,50.87,4.28,0.084136033,,,,
7/1/2015,Vendor A,Country 18,Product 9,1559612.55,99937.28,0.064078274,,,,
7/1/2015,Vendor A,Country 52,Product 9,205963.13,17043.91,0.082752238,,,,
7/1/2015,Vendor A,Country 19,Product 4,22025.14,2167.61,0.098415265,,,,
7/1/2015,Vendor A,Country 10,Product 3,40,0.85,0.02125,,,,
7/1/2015,Vendor A,Country 36,Product 12,1166.41,97.95,0.083975617,,,,
7/1/2015,Vendor A,Country 10,Product 8,3.44,0.04,0.011627907,,,,
7/1/2015,Vendor A,Country 57,Product 4,11464.41,427.49,0.037288443,,,,
7/1/2015,Vendor A,Country 20,Product 3,12.3,0.51,0.041463415,,,,
7/1/2015,Vendor A,Country 7,Product 5,83744.89,1111.01,0.013266601,,,,
7/1/2015,Vendor A,Country 29,Product 4,232964.71,15027.79,0.064506723,,,,
7/1/2015,Vendor A,Country 41,Product 9,6729.85,258.28,0.03837827,,,,
7/1/2015,Vendor A,Country 40,Product 9,853397.66,51422.66,0.060256387,,,,
7/1/2015,Vendor A,Country 61,Product 9,2837.15,92.6,0.032638387,,,,
7/1/2015,Vendor A,Country 32,Product 2,15.53,1.31,0.084352865,,,,
7/1/2015,Vendor A,Country 27,Product 3,54.99,1.33,0.024186216,,,,
7/1/2015,Vendor A,Country 26,Product 9,50922.78,1240.5,0.024360414,,,,
7/1/2015,Vendor A,Country 30,Product 9,272999.47,3452.67,0.012647167,,,,
7/1/2015,Vendor A,Country 27,Product 4,55714.98,1490.27,0.026748103,,,,
7/1/2015,Vendor A,Country 7,Product 1,11795.2,157.76,0.013374932,,,,
7/1/2015,Vendor A,Country 6,Product 10,283.38,24.18,0.085327123,,,,
7/1/2015,Vendor A,Country 29,Product 12,84378.6,7149.71,0.084733688,,,,
7/1/2015,Vendor A,Country 17,Product 3,13.2,0.36,0.027272727,,,,
7/1/2015,Vendor A,Country 44,Product 12,2532.26,213.1,0.084154076,,,,
7/1/2015,Vendor A,Country 44,Product 4,24302.31,1556.05,0.064028893,,,,
7/1/2015,Vendor A,Country 31,Product 3,124.1,3.66,0.029492345,,,,
7/1/2015,Vendor A,Country 41,Product 10,32.93,2.8,0.085028849,,,,
7/1/2015,Vendor A,Country 49,Product 12,11151.78,946.05,0.084833991,,,,
7/1/2015,Vendor A,Country 49,Product 2,255.06,10.73,0.042068533,,,,
7/1/2015,Vendor A,Country 28,Product 12,2788.58,233.12,0.083598104,,,,
7/1/2015,Vendor F,Country 34,Product 4, $-   ,0.21,#VALUE!,,,,
7/1/2015,Vendor F,Country 7,Product 4, $-   ,1.02,#VALUE!,,,,
7/1/2015,Vendor F,Country 6,Product 4, $-   ,0.17,#VALUE!,,,,
7/1/2015,Vendor F,Country 4,Product 4, $-   ,0.01,#VALUE!,,,,
7/1/2015,Vendor F,Country 58,Product 4, $-   ,0.01,#VALUE!,,,,
7/1/2015,Vendor B,Country 7,Product 6,911194.3,25513.44,0.028,,,,
7/1/2015,Vendor B,Country 55,Product 6,58013.26,1682.35,0.028999405,,,,
7/1/2015,Vendor B,Country 48,Product 6,5475.47,153.31,0.027999423,,,,
7/1/2015,Vendor B,Country 34,Product 6,63496.61,1777.94,0.02800055,,,,
7/1/2015,Vendor B,Country 52,Product 6,13824.08,400.3,0.028956719,,,,
7/1/2015,Vendor C,Country 49,Product 7,22.22,0.43,0.019351935,,,,
7/1/2015,Vendor C,Country 35,Product 7,1448314.93,26923.25,0.018589362,,,,
7/1/2015,Vendor A,Country 45,Product 4,47031.51,2340.43,0.049763021,,,,
7/1/2015,Vendor A,Country 53,Product 9,404461.2,29643.65,0.073291703,,,,
7/1/2015,Vendor A,Country 23,Product 4,379059.01,18769.85,0.04951696,,,,
7/1/2015,Vendor A,Country 19,Product 10,33.15,2.77,0.083559578,,,,
7/1/2015,Vendor A,Country 11,Product 3,38.43,0.98,0.025500911,,,,
7/1/2015,Vendor A,Country 47,Product 9,108997.77,8114.24,0.074444092,,,,
7/1/2015,Vendor A,Country 10,Product 9,246633.25,14150.66,0.057375313,,,,
7/1/2015,Vendor A,Country 39,Product 4,80161.5,6140.37,0.076599989,,,,
7/1/2015,Vendor A,Country 12,Product 12,2824,248.19,0.087885977,,,,
7/1/2015,Vendor A,Country 33,Product 4,20375.83,956.56,0.046945818,,,,
7/1/2015,Vendor A,Country 21,Product 9,23907.63,1019.94,0.042661694,,,,
7/1/2015,Vendor A,Country 55,Product 9,67492.55,3292.97,0.048790126,,,,
7/1/2015,Vendor A,Country 42,Product 9,81317.49,1316.4,0.016188399,,,,
7/1/2015,Vendor A,Country 25,Product 10,153.49,12.94,0.084305166,,,,
7/1/2015,Vendor A,Country 34,Product 9,183281.06,2879.24,0.015709425,,,,
7/1/2015,Vendor A,Country 31,Product 9,757056.08,48290.13,0.063786728,,,,
7/1/2015,Vendor A,Country 26,Product 3,12.98,0.39,0.030046225,,,,
7/1/2015,Vendor A,Country 26,Product 8,2.21,0.08,0.036199095,,,,
7/1/2015,Vendor A,Country 28,Product 4,68314.06,2201.08,0.032220014,,,,
7/1/2015,Vendor A,Country 42,Product 4,30534.1,729.15,0.023879859,,,,
7/1/2015,Vendor A,Country 34,Product 4,170238.37,6084.9,0.035743411,,,,
7/1/2015,Vendor A,Country 32,Product 3,8.99,0.18,0.020022247,,,,
7/1/2015,Vendor A,Country 1,Product 2,648.35,55.74,0.085972083,,,,
7/1/2015,Vendor A,Country 6,Product 3,238.03,5.02,0.021089779,,,,
7/1/2015,Vendor A,Country 5,Product 4,14183.38,529.01,0.03729788,,,,
7/1/2015,Vendor A,Country 1,Product 3,97.76,2.03,0.020765139,,,,
7/1/2015,Vendor A,Country 58,Product 9,10633.65,686.53,0.064562027,,,,
7/1/2015,Vendor A,Country 24,Product 12,939.3,79.06,0.084169062,,,,
7/1/2015,Vendor A,Country 14,Product 12,17635.32,1474.71,0.083622526,,,,
7/1/2015,Vendor A,Country 33,Product 8,67.1,1.01,0.015052161,,,,
7/1/2015,Vendor A,Country 32,Product 4,14761.02,278.66,0.018878099,,,,
7/1/2015,Vendor A,Country 35,Product 2,6521.13,877.85,0.13461624,,,,
7/1/2015,Vendor A,Country 50,Product 3,13.35,0.3,0.02247191,,,,
7/1/2015,Vendor A,Country 4,Product 1,620.49,12.93,0.02083837,,,,
7/1/2015,Vendor A,Country 45,Product 2,138.63,11.79,0.085046527,,,,
7/1/2015,Vendor A,Country 60,Product 12,2.99,0.25,0.08361204,,,,
7/1/2015,Vendor A,Country 32,Product 8,-6.75,2.94,-0.435555556,,,,
7/1/2015,Vendor A,Country 51,Product 10,56.06,4.75,0.084730646,,,,
7/1/2015,Vendor F,Country 63,Product 4, $-   ,0.19,#VALUE!,,,,
7/1/2015,Vendor F,Country 64,Product 4, $-   ,0.01,#VALUE!,,,,
7/1/2015,Vendor F,Country 43,Product 9,919.67,10.09,0.010971327,,,,
7/1/2015,Vendor F,Country 30,Product 4, $-   ,0.61,#VALUE!,,,,
7/1/2015,Vendor D,Country 2,Product 4,15394504.84,454277.23,0.029509051,,,,
7/1/2015,Vendor A,Country 9,Product 4,1105.95,23.46,0.021212532,,,,
7/1/2015,Vendor A,Country 1,Product 9,88162.93,3036.72,0.034444409,,,,
7/1/2015,Vendor A,Country 25,Product 1,19.5,0.12,0.006153846,,,,
7/1/2015,Vendor A,Country 61,Product 2,35.98,3.04,0.084491384,,,,
7/1/2015,Vendor A,Country 3,Product 4,1279511.32,111876.41,0.087436827,,,,
7/1/2015,Vendor A,Country 3,Product 14,142817.38,6805.95,0.047654914,,,,
7/1/2015,Vendor A,Country 15,Product 10,771.9,75.36,0.097629227,,,,
7/1/2015,Vendor A,Country 52,Product 8,12,0.27,0.0225,,,,
7/1/2015,Vendor A,Country 33,Product 3,9.08,0.21,0.023127753,,,,
7/1/2015,Vendor A,Country 17,Product 12,3345.24,281.14,0.084041803,,,,
7/1/2015,Vendor A,Country 40,Product 3,134.22,3.29,0.024511995,,,,
7/1/2015,Vendor A,Country 25,Product 2,669.61,72.72,0.108600529,,,,
7/1/2015,Vendor A,Country 40,Product 10,999.14,85.25,0.085323378,,,,
7/1/2015,Vendor A,Country 50,Product 10,114.06,9.72,0.085218306,,,,
7/1/2015,Vendor A,Country 2,Product 4,196519.04,12055.74,0.061346422,,,,
7/1/2015,Vendor A,Country 48,Product 10,112.21,9.47,0.08439533,,,,
7/1/2015,Vendor A,Country 34,Product 3,34.49,0.72,0.020875616,,,,
7/1/2015,Vendor A,Country 30,Product 2,133.95,11.3,0.084359836,,,,
7/1/2015,Vendor A,Country 27,Product 2,90.79,7.68,0.084590814,,,,
7/1/2015,Vendor A,Country 46,Product 2,0.83,0.07,0.084337349,,,,
7/1/2015,Vendor A,Country 10,Product 10,94.9,8.09,0.085247629,,,,
7/1/2015,Vendor A,Country 18,Product 3,143.82,3.38,0.023501599,,,,
7/1/2015,Vendor A,Country 19,Product 2,1610.37,138.3,0.085880885,,,,
7/1/2015,Vendor A,Country 15,Product 12,9264.18,775.57,0.083717069,,,,
7/1/2015,Vendor A,Country 42,Product 10,104.67,8.94,0.085411293,,,,
7/1/2015,Vendor F,Country 43,Product 4,532.72,8.92,0.016744256,,,,
7/1/2015,Vendor F,Country 9,Product 4, $-   ,0.07,#VALUE!,,,,
7/1/2015,Vendor F,Country 48,Product 4, $-   ,0.04,#VALUE!,,,,
7/1/2015,Vendor F,Country 59,Product 4, $-   ,0.05,#VALUE!,,,,
7/1/2015,Vendor F,Country 31,Product 4, $-   ,1.32,#VALUE!,,,,
7/1/2015,Vendor D,Country 2,Product 2,1992940.18,69046.93,0.034645761,,,,
7/1/2015,Vendor B,Country 20,Product 6,15178.33,437.28,0.028809494,,,,
7/1/2015,Vendor B,Country 23,Product 6,12790.01,352.87,0.027589501,,,,
7/1/2015,Vendor B,Country 10,Product 6,22740.2,636.66,0.027997115,,,,
7/1/2015,Vendor B,Country 2,Product 6,29045786.66,744507.63,0.025632207,,,,
7/1/2015,Vendor C,Country 41,Product 7,628.56,11.68,0.018582156,,,,
7/1/2015,Vendor I,Country 3,Product 19,798.16,5.03,0.006301995,,,,
7/1/2015,Vendor A,Country 23,Product 10,57.79,4.87,0.084270635,,,,
7/1/2015,Vendor A,Country 23,Product 9,529419.13,33344.11,0.062982443,,,,
7/1/2015,Vendor A,Country 16,Product 9,16858.46,968.69,0.057460171,,,,
7/1/2015,Vendor A,Country 18,Product 12,976984.29,83173.67,0.085133068,,,,
7/1/2015,Vendor A,Country 13,Product 9,225207.87,12871.25,0.057152754,,,,
7/1/2015,Vendor A,Country 6,Product 9,113157.33,3526.01,0.031160244,,,,
7/1/2015,Vendor A,Country 6,Product 4,70752.65,2355.62,0.033293735,,,,
7/1/2015,Vendor A,Country 21,Product 3,12.78,0.29,0.022691706,,,,
7/1/2015,Vendor A,Country 50,Product 4,120088.38,7254.09,0.060406261,,,,
7/1/2015,Vendor A,Country 3,Product 8,9.98,0.27,0.027054108,,,,
7/1/2015,Vendor A,Country 3,Product 10,2530.41,215.06,0.084990179,,,,
7/1/2015,Vendor A,Country 38,Product 4,0.23,0.05,0.217391304,,,,
7/1/2015,Vendor A,Country 49,Product 9,73278.08,4440.71,0.060600796,,,,
7/1/2015,Vendor A,Country 2,Product 1,3.17,0.18,0.056782334,,,,
7/1/2015,Vendor A,Country 3,Product 11,2299958.59,97996.73,0.042608041,,,,
7/1/2015,Vendor A,Country 45,Product 10,9.37,0.81,0.086446105,,,,
7/1/2015,Vendor A,Country 24,Product 4,28152.67,2265.26,0.080463416,,,,
7/1/2015,Vendor A,Country 65,Product 4,1.69,0.27,0.159763314,,,,
7/1/2015,Vendor A,Country 36,Product 4,71204.48,7379.33,0.103635754,,,,
7/1/2015,Vendor A,Country 17,Product 1,1.73,0.03,0.01734104,,,,
7/1/2015,Vendor A,Country 51,Product 4,36742.55,2003.71,0.054533776,,,,
7/1/2015,Vendor A,Country 35,Product 1,79.86,0.56,0.007012271,,,,
7/1/2015,Vendor A,Country 35,Product 4,2242796.95,59068.15,0.026336825,,,,
7/1/2015,Vendor A,Country 35,Product 8,575.51,5.83,0.010130145,,,,
7/1/2015,Vendor A,Country 5,Product 1,7.34,0.05,0.006811989,,,,
7/1/2015,Vendor A,Country 2,Product 11,3.78,0.16,0.042328042,,,,
7/1/2015,Vendor A,Country 2,Product 8,8.04,0.45,0.055970149,,,,
7/1/2015,Vendor A,Country 55,Product 10,9420.6,796.98,0.084599707,,,,
7/1/2015,Vendor A,Country 7,Product 9,5049923.77,86865.58,0.017201365,,,,
7/1/2015,Vendor A,Country 29,Product 9,266436.22,17258.67,0.06477599,,,,
7/1/2015,Vendor A,Country 21,Product 8,6.45,0.12,0.018604651,,,,
7/1/2015,Vendor A,Country 8,Product 4,696533.97,39596.69,0.056848182,,,,
7/1/2015,Vendor A,Country 2,Product 9,646308.23,34517.59,0.053407319,,,,
7/1/2015,Vendor A,Country 53,Product 12,80892.1,6781.12,0.0838292,,,,
7/1/2015,Vendor A,Country 58,Product 4,3664.15,268.31,0.073225714,,,,
7/1/2015,Vendor A,Country 47,Product 2,139,11.82,0.085035971,,,,
7/1/2015,Vendor A,Country 24,Product 3,10.3,0.32,0.031067961,,,,
7/1/2015,Vendor A,Country 41,Product 2,16.76,1.42,0.084725537,,,,
7/1/2015,Vendor A,Country 5,Product 3,-2.51, $-   ,#VALUE!,,,,
7/1/2015,Vendor A,Country 5,Product 12,12782.65,1070.37,0.083736158,,,,
7/1/2015,Vendor A,Country 30,Product 4,291928.38,4795.34,0.016426426,,,,
7/1/2015,Vendor A,Country 1,Product 10,192.45,16.52,0.085840478,,,,
7/1/2015,Vendor A,Country 6,Product 1,5.15,0.03,0.005825243,,,,
7/1/2015,Vendor A,Country 43,Product 2,147.89,12.67,0.085671783,,,,
7/1/2015,Vendor A,Country 42,Product 2,156.98,13.57,0.086444133,,,,
7/1/2015,Vendor A,Country 3,Product 2,4480.26,381.68,0.085191484,,,,
7/1/2015,Vendor A,Country 3,Product 12,-0.72, $-   ,#VALUE!,,,,
7/1/2015,Vendor A,Country 19,Product 3,61.13,2.27,0.037133977,,,,
7/1/2015,Vendor A,Country 36,Product 3,42.54,2.08,0.048895157,,,,
7/1/2015,Vendor A,Country 47,Product 3,10.05,0.32,0.031840796,,,,
7/1/2015,Vendor A,Country 26,Product 1,17.59,0.14,0.007959068,,,,
7/1/2015,Vendor A,Country 41,Product 4,2942.85,131.75,0.044769526,,,,
7/1/2015,Vendor A,Country 30,Product 3,101.86,2.08,0.020420185,,,,
7/1/2015,Vendor A,Country 50,Product 1,27.86,0.27,0.009691314,,,,
7/1/2015,Vendor A,Country 3,Product 3,135.37,3.87,0.028588314,,,,
7/1/2015,Vendor A,Country 41,Product 12,3035.48,253.37,0.083469501,,,,
7/1/2015,Vendor A,Country 43,Product 1,18.66,0.16,0.008574491,,,,
7/1/2015,Vendor A,Country 55,Product 14,11217.75,535,0.047692273,,,,
7/1/2015,Vendor A,Country 48,Product 2,12.28,1.04,0.084690554,,,,
7/1/2015,Vendor A,Country 1,Product 1,34.26,0.22,0.006421483,,,,
7/1/2015,Vendor A,Country 8,Product 1,8.43,0.05,0.005931198,,,,
7/1/2015,Vendor F,Country 37,Product 4, $-   ,0.25,#VALUE!,,,,
7/1/2015,Vendor F,Country 2,Product 10,2198.79,75.82,0.034482602,,,,
7/1/2015,Vendor F,Country 2,Product 14,2405.83,83.7,0.034790488,,,,
7/1/2015,Vendor D,Country 2,Product 16, $-   ,45136.45,#VALUE!,,,,
7/1/2015,Vendor B,Country 43,Product 6,10346.59,289.71,0.02800053,,,,
7/1/2015,Vendor B,Country 42,Product 6,9835.51,275.39,0.027999565,,,,
7/1/2015,Vendor B,Country 50,Product 6,105317.93,3054.22,0.029,,,,
7/1/2015,Vendor B,Country 25,Product 6,116456.71,3260.78,0.027999932,,,,
7/1/2015,Vendor B,Country 9,Product 6,235.06,6.58,0.027992853,,,,
7/1/2015,Vendor B,Country 35,Product 6,2630718.07,73660.1,0.027999998,,,,
7/1/2015,Vendor B,Country 33,Product 6,21422.51,597.93,0.027911295,,,,
7/1/2015,Vendor B,Country 47,Product 6,24939.28,717.93,0.028787118,,,,
7/1/2015,Vendor C,Country 44,Product 7,10,0.2,0.02,,,,
7/1/2015,Vendor C,Country 54,Product 7,734849.61,10514.56,0.014308451,,,,
7/1/2015,Vendor C,Country 5,Product 7,4298.04,79.86,0.018580562,,,,
7/1/2015,Vendor A,Country 4,Product 8,2.53,0.08,0.031620553,,,,
7/1/2015,Vendor A,Country 4,Product 9,14913.08,453.71,0.030423628,,,,
7/1/2015,Vendor A,Country 60,Product 9,13.09,0.37,0.028265852,,,,
7/1/2015,Vendor A,Country 12,Product 4,42109.18,4156.21,0.098700806,,,,
7/1/2015,Vendor A,Country 24,Product 9,35117.86,2469.05,0.07030753,,,,
7/1/2015,Vendor A,Country 15,Product 4,7810.35,604.05,0.077339684,,,,
7/1/2015,Vendor A,Country 14,Product 4,72696.11,4593.65,0.063189764,,,,
7/1/2015,Vendor A,Country 57,Product 8,10.72,0.84,0.078358209,,,,
7/1/2015,Vendor A,Country 52,Product 3,99.43,11.25,0.113144926,,,,
7/1/2015,Vendor A,Country 17,Product 9,26842.56,864.29,0.032198494,,,,
7/1/2015,Vendor A,Country 32,Product 9,17031.38,281.28,0.016515397,,,,
7/1/2015,Vendor A,Country 61,Product 4,7069,211.38,0.029902391,,,,
7/1/2015,Vendor A,Country 48,Product 4,14744.11,278.01,0.018855665,,,,
7/1/2015,Vendor A,Country 8,Product 9,2446155.78,137350.93,0.056149707,,,,
7/1/2015,Vendor A,Country 9,Product 9,2529.2,46.92,0.018551321,,,,
7/1/2015,Vendor A,Country 45,Product 9,41818.84,1464.85,0.03502847,,,,
7/1/2015,Vendor A,Country 11,Product 9,54087.97,2953.15,0.054599017,,,,
7/1/2015,Vendor A,Country 19,Product 9,53799.45,4693.6,0.087242528,,,,
7/1/2015,Vendor A,Country 52,Product 4,300814.33,27256.5,0.090609048,,,,
7/1/2015,Vendor A,Country 13,Product 4,125521.45,7670.13,0.06110613,,,,
7/1/2015,Vendor A,Country 46,Product 4,2184.43,148.61,0.068031477,,,,
7/1/2015,Vendor A,Country 10,Product 2,145.14,12.43,0.08564145,,,,
7/1/2015,Vendor A,Country 27,Product 8,25.62,0.34,0.013270882,,,,
7/1/2015,Vendor A,Country 25,Product 9,129451.23,4419.72,0.03414197,,,,
7/1/2015,Vendor A,Country 5,Product 2,181.6,15.29,0.084196035,,,,
7/1/2015,Vendor A,Country 21,Product 10,58.93,5.06,0.085864585,,,,
7/1/2015,Vendor A,Country 28,Product 1,10.2,0.12,0.011764706,,,,
7/1/2015,Vendor A,Country 43,Product 4,23058.46,826.59,0.03584758,,,,
7/1/2015,Vendor A,Country 27,Product 10,112.43,9.58,0.085208574,,,,
7/1/2015,Vendor A,Country 29,Product 3,35.39,2.24,0.063294716,,,,
7/1/2015,Vendor A,Country 40,Product 2,1437.52,199.06,0.138474595,,,,
7/1/2015,Vendor A,Country 21,Product 2,73.62,6.21,0.084352078,,,,
7/1/2015,Vendor A,Country 8,Product 12,316836.66,26606.97,0.08397693,,,,
7/1/2015,Vendor A,Country 37,Product 2,45.21,3.82,0.084494581,,,,
7/1/2015,Vendor A,Country 15,Product 2,69.37,5.9,0.085051175,,,,
7/1/2015,Vendor A,Country 11,Product 2,42.5,3.58,0.084235294,,,,
7/1/2015,Vendor A,Country 49,Product 4,29885.2,1992.11,0.066658747,,,,
7/1/2015,Vendor A,Country 2,Product 10,52.44,2.16,0.041189931,,,,
7/1/2015,Vendor A,Country 21,Product 1,9.14,0.15,0.016411379,,,,
7/1/2015,Vendor A,Country 7,Product 3,211.39,12.55,0.059368939,,,,
7/1/2015,Vendor A,Country 32,Product 10,353.16,30.04,0.085060596,,,,
7/1/2015,Vendor A,Country 50,Product 2,245.09,20.68,0.084377168,,,,
7/1/2015,Vendor A,Country 25,Product 3,6150.04,133.62,0.021726688,,,,
7/1/2015,Vendor A,Country 28,Product 3,19.44,0.61,0.031378601,,,,
7/1/2015,Vendor A,Country 30,Product 8,7.3,0.07,0.009589041,,,,
7/1/2015,Vendor A,Country 59,Product 4,1676.81,80.91,0.048252336,,,,
7/1/2015,Vendor A,Country 52,Product 10,17.96,1.53,0.08518931,,,,
7/1/2015,Vendor A,Country 37,Product 10,84.43,7.12,0.084330214,,,,
7/1/2015,Vendor A,Country 31,Product 8,8.48,0.14,0.016509434,,,,
7/1/2015,Vendor A,Country 58,Product 12,992.2,82.67,0.083319895,,,,
7/1/2015,Vendor A,Country 29,Product 10,4828.26,409.96,0.084908435,,,,
7/1/2015,Vendor A,Country 18,Product 8,50.68,1.01,0.019928966,,,,
7/1/2015,Vendor F,Country 27,Product 4, $-   ,0.09,#VALUE!,,,,
7/1/2015,Vendor F,Country 1,Product 4, $-   ,0.1,#VALUE!,,,,
7/1/2015,Vendor F,Country 43,Product 6, $-   ,0.25,#VALUE!,,,,
7/1/2015,Vendor F,Country 55,Product 4, $-   ,0.02,#VALUE!,,,,
7/1/2015,Vendor F,Country 44,Product 4, $-   ,0.05,#VALUE!,,,,
7/1/2015,Vendor B,Country 1,Product 6,55018.15,1540.51,0.028000033,,,,
7/1/2015,Vendor B,Country 26,Product 6,12974.1,363.28,0.028000401,,,,
7/1/2015,Vendor B,Country 40,Product 6,211014.85,6119.43,0.028999997,,,,
7/1/2015,Vendor B,Country 30,Product 6,71141.42,1991.96,0.028000003,,,,
7/1/2015,Vendor B,Country 4,Product 6,1351.88,19.32,0.014291209,,,,
7/1/2015,Vendor B,Country 16,Product 6,2097.89,59.95,0.028576331,,,,
7/1/2015,Vendor B,Country 39,Product 6,15512.23,447.5,0.028848206,,,,
7/1/2015,Vendor C,Country 61,Product 7,4.4,0.08,0.018181818,,,,
7/1/2015,Vendor C,Country 7,Product 7,298971.89,5561.03,0.018600511,,,,
7/1/2015,Vendor C,Country 9,Product 7,167.58,3.12,0.018617974,,,,
7/1/2015,Vendor A,Country 47,Product 4,29541.51,2479.77,0.083941884,,,,
7/1/2015,Vendor A,Country 51,Product 9,18035.13,954.14,0.052904526,,,,
7/1/2015,Vendor A,Country 36,Product 9,110128.37,8378.61,0.076080396,,,,
7/1/2015,Vendor A,Country 12,Product 9,188195.46,16980.16,0.090226194,,,,
7/1/2015,Vendor A,Country 18,Product 4,1309830.37,89570.42,0.068383221,,,,
7/1/2015,Vendor A,Country 39,Product 9,174687.09,12054.93,0.069008706,,,,
7/1/2015,Vendor A,Country 10,Product 4,144114.05,8929.97,0.061964604,,,,
7/1/2015,Vendor A,Country 60,Product 4,6.75,0.33,0.048888889,,,,
7/1/2015,Vendor A,Country 14,Product 9,52337.12,2994.49,0.057215414,,,,
7/1/2015,Vendor A,Country 23,Product 8,49.41,2.4,0.048573163,,,,
7/1/2015,Vendor A,Country 22,Product 4,4534.77,299.5,0.066045246,,,,
7/1/2015,Vendor A,Country 33,Product 2,109.93,9.47,0.086145729,,,,
8/1/2015,Vendor A,Country 41,Product 2,90.81,7.68,0.084572184,,,,
8/1/2015,Vendor A,Country 24,Product 12,2173.84,182.67,0.084031023,,,,
8/1/2015,Vendor A,Country 45,Product 9,48443.91,1762.35,0.036379186,,,,
8/1/2015,Vendor A,Country 10,Product 8,6.41,0.07,0.010920437,,,,
8/1/2015,Vendor A,Country 20,Product 4,65520.43,5914.91,0.090275812,,,,
8/1/2015,Vendor A,Country 20,Product 3,23.36,0.65,0.027825342,,,,
8/1/2015,Vendor A,Country 53,Product 4,267719.33,22534.28,0.084171285,,,,
8/1/2015,Vendor A,Country 3,Product 12,174.27,14.56,0.083548517,,,,
8/1/2015,Vendor A,Country 11,Product 11,5.17,0.22,0.042553191,,,,
8/1/2015,Vendor A,Country 12,Product 4,51035.87,6522.87,0.127809519,,,,
8/1/2015,Vendor A,Country 34,Product 2,195.23,16.64,0.085232802,,,,
8/1/2015,Vendor A,Country 15,Product 2,84.05,8.73,0.103866746,,,,
8/1/2015,Vendor A,Country 2,Product 1,4.81,0.27,0.056133056,,,,
8/1/2015,Vendor A,Country 59,Product 4,2021,95.61,0.047308263,,,,
8/1/2015,Vendor A,Country 17,Product 11,2.73,0.12,0.043956044,,,,
8/1/2015,Vendor A,Country 23,Product 3,4.19,0.11,0.026252983,,,,
8/1/2015,Vendor A,Country 23,Product 2,79.17,8.41,0.106227106,,,,
8/1/2015,Vendor A,Country 35,Product 4,1740592.65,61577.13,0.035377106,,,,
8/1/2015,Vendor A,Country 25,Product 1,2.76,0.02,0.007246377,,,,
8/1/2015,Vendor A,Country 50,Product 10,172.84,14.59,0.08441333,,,,
8/1/2015,Vendor A,Country 33,Product 2,218.74,18.45,0.084346713,,,,
8/1/2015,Vendor A,Country 60,Product 12,292.8,24.47,0.083572404,,,,
8/1/2015,Vendor A,Country 31,Product 10,5981.37,507.66,0.084873532,,,,
8/1/2015,Vendor A,Country 58,Product 12,1597,133.22,0.08341891,,,,
8/1/2015,Vendor F,Country 32,Product 4,699.1,7.31,0.010456301,,,,
8/1/2015,Vendor F,Country 48,Product 4,604.9,6.48,0.010712514,,,,
8/1/2015,Vendor F,Country 2,Product 10,2607.36,90.04,0.034533014,,,,
8/1/2015,Vendor F,Country 2,Product 14,3280.14,114.06,0.034772906,,,,
8/1/2015,Vendor F,Country 66,Product 4, $-   ,0.77,#VALUE!,,,,
8/1/2015,Vendor F,Country 59,Product 9,87.52,2.49,0.02845064,,,,
